game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-28-SEA-SLC,2023-04-28,2023,1,,SEA,SLC,2.0,2.0,7.0,4.0,,,,,1.0,,7.0,3.0,92.0,47.0
2023-04-29-SEA-OAK,2023-04-29,2023,1,,SEA,OAK,,,,,,1.0,,,,,,,,
2023-05-13-SEA-COL,2023-05-13,2023,3,,SEA,COL,,,3.0,1.0,,,,,9.0,1.0,2.0,1.0,39.0,-1.0
2023-06-02-SEA-POR,2023-06-02,2023,6,,SEA,POR,2.0,,8.0,6.0,,1.0,,,12.0,,8.0,1.0,20.0,51.0
2023-06-17-SEA-SD,2023-06-17,2023,8,,SEA,SD,,2.0,3.0,2.0,,,,,7.0,,3.0,,33.0,15.0
2023-06-18-SEA-LA,2023-06-18,2023,8,,SEA,LA,1.0,,,,1.0,,,,,,,1.0,,
2023-07-01-COL-SEA,2023-07-01,2023,10,,COL,SEA,1.0,1.0,11.0,8.0,2.0,1.0,,,3.0,,11.0,2.0,102.0,82.0
2023-07-15-SD-SEA,2023-07-15,2023,12,,SD,SEA,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,9.0,,2.0,,10.0,131.0
2023-07-22-POR-SEA,2023-07-22,2023,13,,POR,SEA,2.0,4.0,11.0,9.0,,4.0,,,14.0,,10.0,1.0,176.0,88.0
