game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-EKXMeX3Q64,,2013,1,MLS,,,0.0,0.0,46.0608,39.5599,0.0,37.0,-2.8962,-0.0621,0.9274,0.0,0.1597,0.0,2420.0,0.6282,858.0,1.8046,0.2103,0.0,80.0,1.0,119.0,0.0,0.0,0.0621,39.8962,-0.0621,0.0621,0.6261,0.0608
soccer-mls-2014-EKXMeX3Q64,,2014,1,MLS,,,0.0,-0.2116,46.5046,39.8265,0.0,37.0,-8.8384,0.0,0.8072,0.0,0.1274,1.0,3115.0,0.5998,1037.0,-6.6301,-0.6394,0.0,118.0,0.0,157.0,0.0,0.2116,0.0,45.8384,0.0,0.2116,0.6062,0.0
soccer-mls-2015-EKXMeX3Q64,,2015,1,MLS,,,0.0,-0.0564,45.2969,38.8385,0.0,32.0,-5.6643,0.0,0.8496,0.0,0.1457,1.0,2712.0,0.5958,898.0,3.8907,0.4333,0.0,116.0,0.0,151.0,0.0,0.0564,0.0,37.6643,0.0,0.0564,0.5914,0.0
soccer-mls-2016-EKXMeX3Q64,,2016,1,MLS,,,0.0,-0.0424,47.989,41.2164,0.0,29.0,-0.2427,-0.0249,0.9917,0.0,0.14,1.0,2035.0,0.5603,639.0,-18.6487,-2.9184,0.0,71.0,1.0,100.0,0.0,0.0424,0.0249,29.2427,-0.0249,0.0673,0.5894,0.0245
soccer-mls-2017-EKXMeX3Q64,,2017,1,MLS,,,0.0,0.0,48.7629,41.9061,0.0,32.0,-2.111,0.0,0.9381,0.0,0.1818,0.0,2325.0,0.5583,686.0,-17.8925,-2.6082,0.0,98.0,0.0,132.0,0.0,0.0,0.0,34.111,0.0,0.0,0.5844,0.0
soccer-mls-2018-EKXMeX3Q64,,2018,1,MLS,,,0.0,0.0,41.5211,34.7761,0.0,14.0,-0.9069,0.0,0.9392,0.0,0.1449,0.0,1505.0,0.6353,414.0,-5.2475,-1.2675,0.0,55.0,0.0,69.0,0.0,0.0,0.0,14.9069,0.0,0.0,0.6479,0.0
soccer-mls-2019-EKXMeX3Q64,,2019,1,MLS,,,0.0,0.0,41.8962,35.2116,0.0,41.0,-3.092,0.0,0.9299,0.0,0.1459,0.0,3428.0,0.6269,906.0,-8.0339,-0.8867,0.0,138.0,0.0,185.0,0.0,0.0,0.0,44.092,0.0,0.0,0.6358,0.0
soccer-mls-2020-EKXMeX3Q64,,2020,1,MLS,,,0.0,0.0,37.0876,29.6286,0.0,31.0,1.59,0.0,1.0541,0.0,0.25,0.0,1708.0,0.7044,477.0,-4.8402,-1.0147,0.0,55.0,0.0,88.0,0.0,0.0,0.0,29.41,0.0,0.0,0.7145,0.0
soccer-mls-2021-EKXMeX3Q64,,2021,1,MLS,,,0.0,0.0,41.733,33.5602,0.0,27.0,5.2202,0.0,1.2397,0.0,0.2644,0.0,1987.0,0.604,548.0,-20.5428,-3.7487,0.0,60.0,0.0,87.0,0.0,0.0,0.0,21.7798,0.0,0.0,0.6415,0.0
soccer-mls-2022-EKXMeX3Q64,,2022,1,MLS,,,0.0,0.0,34.9735,25.4326,0.0,15.0,1.8449,0.0,1.1402,0.0,0.1731,0.0,974.0,0.7406,239.0,-1.028,-0.4301,0.0,34.0,0.0,52.0,0.0,0.0,0.0,13.1551,0.0,0.0,0.7449,0.0
soccer-uslc-2023-NWMWgNDMlz,,2023,1,USLC,,,0.0,0.0,40.4949,32.0147,0.0,12.0,0.0433,0.0,1.0036,0.0,0.1163,0.0,997.0,0.6676,343.0,1.2559,0.3662,0.0,29.0,0.0,43.0,0.0,0.0,0.0,11.9567,0.0,0.0,0.664,0.0
soccer-uslc-2025-2vQ1NowMrA,,2025,1,USLC,,,0.0,0.0,29.8209,20.9134,0.0,16.0,4.6757,0.0,1.4129,0.0,0.0968,0.0,816.0,0.7849,186.0,-2.3828,-1.2811,0.0,15.0,0.0,31.0,0.0,0.0,0.0,11.3243,0.0,0.0,0.7978,0.0
soccer-uslc-2025-9vQ2ZkaQK6,,2025,1,USLC,,,0.0,0.0,39.4894,31.7205,0.0,19.0,-1.5629,0.0,0.924,0.0,0.1613,0.0,1484.0,0.6618,408.0,-5.737,-1.4061,0.0,42.0,0.0,62.0,0.0,0.0,0.0,20.5629,0.0,0.0,0.6758,0.0
