game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2021-10-19-1282930,2021-10-19,2021,1,T20I,Canada,United States of America,24.0,0.0,0.0,17.0,1.0,2.0,2.0,1.0
cricket-t20i-2021-10-24-1282935,2021-10-24,2021,1,T20I,Canada,United States of America,24.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0
