game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_TB,,,1,USFL,,,0.0,0.0,23.0,3.0,1.0,40.0
SYNTHETIC_USFL_W2_TB,,,2,USFL,,,,0.0,29.0,3.0,0.0,39.0
SYNTHETIC_USFL_W3_TB,,,3,USFL,,,0.0,0.0,3.0,2.0,0.0,37.0
SYNTHETIC_USFL_W4_TB,,,4,USFL,,,,0.0,8.0,2.0,0.0,18.0
SYNTHETIC_USFL_W6_TB,,,6,USFL,,,1.0,0.0,17.0,2.0,0.0,21.0
SYNTHETIC_USFL_W7_TB,,,7,USFL,,,,0.0,16.0,3.0,0.0,16.0
SYNTHETIC_USFL_W8_TB,,,8,USFL,,,,0.0,1.0,1.0,0.0,51.0
SYNTHETIC_USFL_W9_TB,,,9,USFL,,,1.0,0.0,5.0,2.0,0.0,-1.0
SYNTHETIC_USFL_W10_TB,,,10,USFL,,,,0.0,3.0,1.0,0.0,21.0
SYNTHETIC_CFL_2024_W1_CGY,2024-06-07,2024,1,CFL,HAM,CGY,,,7.0,1.0,,23.0
SYNTHETIC_CFL_2024_W2_CGY,2024-05-25,2024,2,CFL,BC,CGY,,0.0,28.0,2.0,0.0,4.0
SYNTHETIC_CFL_2024_W4_CGY,2024-06-29,2024,4,CFL,WPG,CGY,,,,,0.0,2.0
SYNTHETIC_CFL_2024_W5_CGY,2024-07-06,2024,5,CFL,CGY,MTL,,0.0,21.0,2.0,0.0,15.0
