game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2016_10_7_SSK@OTT,2016-10-07,2016,1,CFL,SSK,OTT,,,18.0,3.0,4.0,23.0,26.0,8.0,13.0,49.0
FOOTBALL_CFL_2016_6_30_TOR@SSK,2016-06-30,2016,1,CFL,TOR,SSK,,,23.0,5.0,10.0,41.0,54.0,10.0,11.0,61.0
FOOTBALL_CFL_2016_7_16_BC@SSK,2016-07-16,2016,1,CFL,BC,SSK,,,5.0,2.0,3.0,8.0,9.0,4.0,4.0,10.0
FOOTBALL_CFL_2016_7_22_OTT@SSK,2016-07-22,2016,1,CFL,OTT,SSK,,,,,3.0,,,2.0,11.0,15.0
FOOTBALL_CFL_2016_7_8_SSK@EDM,2016-07-08,2016,1,CFL,SSK,EDM,1.0,1.0,13.0,2.0,3.0,16.0,22.0,8.0,18.0,47.0
FOOTBALL_CFL_2016_9_18_EDM@SSK,2016-09-18,2016,1,CFL,EDM,SSK,,,16.0,3.0,4.0,16.0,26.0,13.0,25.0,87.0
FOOTBALL_CFL_2016_9_24_HAM@SSK,2016-09-24,2016,1,CFL,HAM,SSK,,,1.0,1.0,2.0,1.0,1.0,9.0,19.0,45.0
