game_id,date,season,week,league,away,home,conversions,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_UFL_2026_W1_DCDEFENDERS,2026-03-28,2026,1,UFL,DC DEFENDERS,ST. LOUIS BATTLEHAWKS,,2.0,1.0,226.0,0.0,27.0
SYNTHETIC_UFL_2026_W2_DCDEFENDERS,2026-04-03,2026,2,UFL,DC DEFENDERS,COLUMBUS AVIATORS,,0.0,0.0,49.0,0.0,2.0
SYNTHETIC_UFL_2026_W3_DCDEFENDERS,2026-04-11,2026,3,UFL,HOUSTON GAMBLERS,DC DEFENDERS,,0.0,3.0,352.0,0.0,14.0
SYNTHETIC_UFL_2026_W4_DCDEFENDERS,2026-04-18,2026,4,UFL,ST. LOUIS BATTLEHAWKS,DC DEFENDERS,1.0,1.0,0.0,192.0,0.0,20.0
