game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2021-11-02-1283043,2021-11-02,2021,1,T20I,Tanzania,Mozambique,42.0,9.0,0.0,4.0,60.0,0.0,,,,,,,,1.0
cricket-t20i-2021-11-06-1283049,2021-11-06,2021,1,T20I,Tanzania,Cameroon,20.0,4.0,0.0,5.0,29.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,1.0
cricket-t20i-2021-11-07-1283051,2021-11-07,2021,1,T20I,Tanzania,Botswana,7.0,0.0,0.0,4.0,4.0,0.0,18.0,0.0,1.0,35.0,3.0,0.0,,1.0
cricket-t20i-2021-11-17-1289042,2021-11-17,2021,1,T20I,Nigeria,Tanzania,3.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2021-11-17-1289045,2021-11-17,2021,1,T20I,Tanzania,Kenya,7.0,1.0,0.0,4.0,6.0,0.0,,,,,,,,1.0
cricket-t20i-2021-11-18-1289046,2021-11-18,2021,1,T20I,Tanzania,Uganda,10.0,2.0,0.0,4.0,21.0,1.0,,,,,,,,1.0
cricket-t20i-2021-11-18-1289048,2021-11-18,2021,1,T20I,Tanzania,Kenya,15.0,3.0,0.0,5.0,21.0,0.0,,,,,,,,1.0
cricket-t20i-2021-11-20-1289050,2021-11-20,2021,1,T20I,Tanzania,Uganda,10.0,1.0,0.0,4.0,8.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,,1.0
cricket-t20i-2021-11-20-1289053,2021-11-20,2021,1,T20I,Tanzania,Nigeria,2.0,0.0,0.0,6.0,1.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2022-09-17-1332497,2022-09-17,2022,1,T20I,Kenya,Tanzania,15.0,3.0,0.0,5.0,19.0,0.0,,,,,,,,1.0
cricket-t20i-2022-09-20-1332505,2022-09-20,2022,1,T20I,Tanzania,Malawi,5.0,1.0,0.0,4.0,6.0,0.0,,,,,,,,1.0
cricket-t20i-2022-09-21-1332509,2022-09-21,2022,1,T20I,Botswana,Tanzania,23.0,2.0,0.0,4.0,16.0,0.0,,,,,,,,1.0
cricket-t20i-2022-12-08-1343790,2022-12-08,2022,1,T20I,Nigeria,Tanzania,7.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2023-08-25-1393315,2023-08-25,2023,1,T20I,Rwanda,Tanzania,5.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,1.0
cricket-t20i-2023-08-30-1393331,2023-08-30,2023,1,T20I,Tanzania,Rwanda,9.0,0.0,0.0,3.0,3.0,0.0,,,,,,,,1.0
