game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,gp,match_played,pass_att,pass_cmp,pass_int,pass_td,pass_yds,rush_att,rush_td,rush_yds
cricket-t20i-2022-06-29-1320975,2022-06-29,2022,1,T20I,Israel,Spain,1.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,35.0,1.0,3.0,,,1.0,,,,,,,,
cricket-t20i-2022-07-01-1320979,2022-07-01,2022,1,T20I,Malta,Israel,4.0,1.0,0.0,2.0,4.0,0.0,24.0,0.0,0.0,22.0,3.0,1.0,,,1.0,,,,,,,,
cricket-t20i-2022-07-03-1320985,2022-07-03,2022,1,T20I,Israel,Hungary,8.0,0.0,0.0,4.0,5.0,0.0,24.0,0.0,1.0,38.0,1.0,2.0,,,1.0,,,,,,,,
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,,,,,,,,,,,,,,3.0,,52.0,34.0,2.0,4.0,394.0,24.0,1.0,161.0
cricket-t20i-2024-06-10-1436475,2024-06-10,2024,1,T20I,Israel,Austria,37.0,3.0,0.0,6.0,42.0,2.0,18.0,0.0,0.0,21.0,1.0,0.0,1.0,,1.0,,,,,,,,
cricket-t20i-2024-06-12-1436482,2024-06-12,2024,1,T20I,Israel,Hungary,5.0,0.0,0.0,4.0,2.0,0.0,24.0,0.0,0.0,12.0,3.0,0.0,,,1.0,,,,,,,,
cricket-t20i-2024-06-13-1436485,2024-06-13,2024,1,T20I,Portugal,Israel,6.0,1.0,0.0,6.0,4.0,0.0,24.0,0.0,0.0,20.0,4.0,0.0,,,1.0,,,,,,,,
cricket-t20i-2024-06-15-1436490,2024-06-15,2024,1,T20I,Romania,Israel,12.0,0.0,0.0,4.0,6.0,0.0,24.0,0.0,0.0,34.0,1.0,0.0,,,1.0,,,,,,,,
cricket-t20i-2024-06-16-1436491,2024-06-16,2024,1,T20I,Luxembourg,Israel,15.0,5.0,0.0,2.0,29.0,0.0,24.0,0.0,0.0,36.0,1.0,0.0,,,1.0,,,,,,,,
