game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot
FOOTBALL_CFL_2019_10_11_SSK@CGY,2019-10-11,2019,1,CFL,SSK,CGY,,,4.0,1.0,2.0,,4.0,4.0,,,,7.0,7.0,,25.0,,,,,
FOOTBALL_CFL_2019_10_25_CGY@WPG,2019-10-25,2019,1,CFL,CGY,WPG,,,3.0,1.0,1.0,,3.0,3.0,,,,1.0,4.0,,4.0,,,,,
FOOTBALL_CFL_2019_10_5_CGY@MTL,2019-10-05,2019,1,CFL,CGY,MTL,,,,,,,,,,,,12.0,9.0,1.0,58.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2019_11_10_WPG@CGY,2019-11-10,2019,1,CFL,WPG,CGY,,,2.0,1.0,1.0,,2.0,2.0,,,,8.0,35.0,,63.0,,,,,
FOOTBALL_CFL_2019_11_2_CGY@BC,2019-11-02,2019,1,CFL,CGY,BC,1.0,1.0,12.0,3.0,5.0,,25.0,28.0,,,,8.0,12.0,,34.0,,,,,
FOOTBALL_CFL_2019_6_15_OTT@CGY,2019-06-15,2019,1,CFL,OTT,CGY,,,23.0,5.0,8.0,,35.0,43.0,,,,9.0,5.0,1.0,22.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2019_6_29_BC@CGY,2019-06-29,2019,1,CFL,BC,CGY,,,12.0,5.0,5.0,,21.0,26.0,,,,8.0,6.0,,26.0,,,,,
FOOTBALL_CFL_2019_8_17_MTL@CGY,2019-08-17,2019,1,CFL,MTL,CGY,,,12.0,6.0,6.0,,25.0,28.0,,,,13.0,25.0,,77.0,,,,,
FOOTBALL_CFL_2021_10_29_HAM@EDM,2021-10-29,2021,1,CFL,HAM,EDM,,,,,1.0,,,,,,,16.0,18.0,1.0,120.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2021_11_20_SSK@HAM,2021-11-20,2021,1,CFL,SSK,HAM,,,13.0,4.0,4.0,1.0,20.0,38.0,,,,12.0,11.0,,34.0,,1.0,6.0,,1.0
FOOTBALL_CFL_2021_11_28_MTL@HAM,2021-11-28,2021,1,CFL,MTL,HAM,1.0,1.0,8.0,2.0,3.0,,8.0,15.0,,,,13.0,9.0,1.0,46.0,,,6.0,1.0,1.0
FOOTBALL_CFL_2021_11_5_BC@HAM,2021-11-05,2021,1,CFL,BC,HAM,,,18.0,4.0,5.0,,54.0,56.0,,,,12.0,31.0,,80.0,,,,,
FOOTBALL_CFL_2021_12_12_WPG@HAM,2021-12-12,2021,1,CFL,WPG,HAM,,,36.0,6.0,7.0,,39.0,48.0,,,,11.0,21.0,,59.0,,,,,
FOOTBALL_CFL_2021_12_5_HAM@TOR,2021-12-05,2021,1,CFL,HAM,TOR,,,4.0,1.0,2.0,,2.0,4.0,,,,16.0,17.0,,95.0,1.0,,2.0,,
FOOTBALL_CFL_2021_9_6_TOR@HAM,2021-09-06,2021,1,CFL,TOR,HAM,,,,,,,,,6.0,1.0,6.0,4.0,5.0,,11.0,,,,,
