game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140MIN,2021-05-14,2021,1,WNBA,PHO,MIN,,,,0.5,2.0,1.0,0.5,2.0,1.0,1.0,,,,,8.883333333333333,,-4.0,3.0,,,
WNBA_202105180NYL,2021-05-18,2021,1,WNBA,MIN,NYL,2.0,1.0,3.0,,3.0,,0.286,7.0,2.0,3.0,0.5,2.0,1.0,,14.95,1.0,3.0,5.0,4.0,3.0,2.0
WNBA_202105200MIN,2021-05-20,2021,1,WNBA,SEA,MIN,,,,,,,,3.0,,1.0,,,,,6.033333333333333,,-5.0,,,,1.0
WNBA_202105280SEA,2021-05-28,2021,1,WNBA,MIN,SEA,3.0,,4.0,,5.0,,0.167,6.0,1.0,,,,,,17.166666666666668,,12.0,2.0,4.0,,1.0
WNBA_202105300MIN,2021-05-30,2021,1,WNBA,CON,MIN,,,,,,,,1.0,,,,,,,1.7666666666666666,,,,,,1.0
WNBA_202106040MIN,2021-06-04,2021,1,WNBA,ATL,MIN,,,1.0,,1.0,,,1.0,,2.0,,,,,3.55,,-3.0,,1.0,,1.0
WNBA_202106060MIN,2021-06-06,2021,1,WNBA,ATL,MIN,2.0,,,1.0,3.0,3.0,1.0,5.0,5.0,2.0,,,,,15.366666666666667,,16.0,13.0,,1.0,
WNBA_202106080WAS,2021-06-08,2021,1,WNBA,MIN,WAS,1.0,,3.0,0.5,4.0,2.0,0.4,5.0,2.0,3.0,,,,,15.35,,6.0,6.0,3.0,,1.0
WNBA_202106120MIN,2021-06-12,2021,1,WNBA,LAS,MIN,2.0,,5.0,1.0,4.0,4.0,0.8,5.0,4.0,2.0,,,,,14.233333333333333,,14.0,12.0,5.0,,1.0
WNBA_202106150MIN,2021-06-15,2021,1,WNBA,CHI,MIN,2.0,,3.0,1.0,2.0,2.0,0.5,4.0,2.0,3.0,,,,,21.783333333333335,,1.0,6.0,3.0,,
WNBA_202106170DAL,2021-06-17,2021,1,WNBA,MIN,DAL,3.0,,,0.5,4.0,2.0,0.4,5.0,2.0,2.0,,,,,15.016666666666667,1.0,16.0,6.0,1.0,,
WNBA_202106190DAL,2021-06-19,2021,1,WNBA,MIN,DAL,1.0,1.0,1.0,0.6,5.0,3.0,0.429,7.0,3.0,4.0,,,,,20.183333333333334,,-5.0,9.0,1.0,,2.0
WNBA_202106230ATL,2021-06-23,2021,1,WNBA,MIN,ATL,,,,,2.0,,,2.0,,,,,,,4.183333333333334,,-13.0,,,,1.0
WNBA_202106250MIN,2021-06-25,2021,1,WNBA,LVA,MIN,,,,,1.0,,,1.0,,,,,,,2.966666666666667,,-2.0,,,,
WNBA_202107070MIN,2021-07-07,2021,1,WNBA,DAL,MIN,1.0,,1.0,0.333,3.0,1.0,0.5,4.0,2.0,,,,,,6.883333333333333,,-6.0,5.0,1.0,,
WNBA_202107090LVA,2021-07-09,2021,1,WNBA,MIN,LVA,,,,1.0,1.0,1.0,0.5,2.0,1.0,1.0,,,,,4.8,,-10.0,3.0,,,
WNBA_202107110LAS,2021-07-11,2021,1,WNBA,MIN,LAS,3.0,,,0.5,2.0,1.0,0.333,3.0,1.0,2.0,,,,,14.1,,-6.0,3.0,,,
WNBA_202108150MIN,2021-08-15,2021,1,WNBA,NYL,MIN,,,,,2.0,,0.333,3.0,1.0,1.0,0.5,4.0,2.0,,7.483333333333333,,1.0,4.0,,,
WNBA_202108170CON,2021-08-17,2021,1,WNBA,MIN,CON,2.0,1.0,1.0,,3.0,,0.5,8.0,4.0,1.0,,,,,17.55,,4.0,8.0,1.0,1.0,1.0
WNBA_202108190CON,2021-08-19,2021,1,WNBA,MIN,CON,,,,,2.0,,,3.0,,4.0,,,,,6.016666666666667,,-1.0,,,,
WNBA_202108310MIN,2021-08-31,2021,1,WNBA,NYL,MIN,5.0,,2.0,0.286,7.0,2.0,0.3,10.0,3.0,3.0,,,,,23.7,,10.0,8.0,2.0,,1.0
