game_id,date,season,week,league,away,home,interceptions_made,sacks,tackles
9889287,2023-06-15,2023,2,CFL,CGY,OTT,,,21.0
9889321,2023-08-13,2023,10,CFL,OTT,TOR,0.0,0.0,4.0
9889324,2023-08-19,2023,11,CFL,MTL,OTT,1.0,0.0,6.0
9889329,2023-08-27,2023,12,CFL,OTT,EDM,0.0,0.0,2.0
9889334,2023-09-08,2023,14,CFL,HAM,OTT,0.0,0.0,3.0
9889341,2023-09-16,2023,15,CFL,OTT,BC,1.0,0.0,2.0
9889342,2023-09-22,2023,16,CFL,SSK,OTT,0.0,0.0,3.0
9889348,2023-09-30,2023,17,CFL,MTL,OTT,0.0,0.0,5.0
9889353,2023-10-09,2023,18,CFL,OTT,MTL,0.0,0.0,3.0
9889357,2023-10-14,2023,19,CFL,OTT,TOR,0.0,0.0,9.0
9889363,2023-10-28,2023,21,CFL,TOR,OTT,0.0,0.0,8.0
