game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2023-05-29-1378006,2023-05-29,2023,1,T20I,Italy,Jersey,,,,,,,18.0,2.0,0.0,5.0,4.0,0.0,1.0
cricket-t20i-2023-05-30-1378010,2023-05-30,2023,1,T20I,Jersey,Germany,,,,,,,24.0,0.0,0.0,24.0,0.0,3.0,1.0
cricket-t20i-2023-08-24-1391707,2023-08-24,2023,1,T20I,Netherlands,Jersey,5.0,0.0,0.0,11.0,1.0,0.0,24.0,0.0,0.0,26.0,1.0,0.0,1.0
cricket-t20i-2023-08-24-1391708,2023-08-24,2023,1,T20I,Netherlands,Jersey,,,,,,,12.0,0.0,1.0,19.0,0.0,1.0,1.0
cricket-t20i-2024-07-27-1444535,2024-07-27,2024,1,T20I,Germany,Jersey,,,,,,,24.0,0.0,0.0,9.0,4.0,1.0,1.0
cricket-t20i-2024-07-27-1444536,2024-07-27,2024,1,T20I,Italy,Jersey,,,,,,,24.0,0.0,0.0,30.0,2.0,4.0,1.0
cricket-t20i-2024-12-15-1464722,2024-12-15,2024,1,T20I,Gibraltar,Jersey,,,,,,,12.0,0.0,0.0,6.0,0.0,1.0,1.0
cricket-t20i-2024-12-16-1464723,2024-12-16,2024,1,T20I,Gibraltar,Jersey,,,,,,,18.0,0.0,0.0,13.0,2.0,1.0,1.0
cricket-t20i-2025-05-26-1486092,2025-05-26,2025,1,T20I,Germany,Jersey,3.0,0.0,1.0,10.0,0.0,0.0,,,,,,,1.0
cricket-t20i-2025-09-02-1500638,2025-09-02,2025,1,T20I,Jersey,Isle of Man,,,,,,,12.0,0.0,0.0,15.0,2.0,0.0,1.0
