game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
3,2024-03-31,2024,1,UFL,BRAHMAS,DEFENDERS,,0.0,14.0,4.0,0.0,4.0
8,2024-04-07,2024,2,UFL,DEFENDERS,ROUGHNECKS,,0.0,40.0,3.0,0.0,2.0
14,2024-04-20,2024,4,UFL,STALLIONS,DEFENDERS,,0.0,0.0,0.0,,
19,2024-04-28,2024,5,UFL,DEFENDERS,BATTLEHAWKS,,0.0,10.0,1.0,,
24,2024-05-05,2024,6,UFL,DEFENDERS,BRAHMAS,,0.0,3.0,1.0,0.0,11.0
27,2024-05-12,2024,7,UFL,DEFENDERS,PANTHERS,,0.0,0.0,0.0,0.0,28.0
31,2024-05-19,2024,8,UFL,BATTLEHAWKS,DEFENDERS,,0.0,6.0,1.0,0.0,19.0
35,2024-05-26,2024,9,UFL,SHOWBOATS,DEFENDERS,,0.0,69.0,5.0,1.0,17.0
39,2024-06-02,2024,10,UFL,DEFENDERS,RENEGADES,,0.0,31.0,3.0,,
88,2026-03-28,2026,1,UFL,DC DEFENDERS,ST. LOUIS BATTLEHAWKS,,0.0,11.0,1.0,,
91,2026-04-03,2026,2,UFL,DC DEFENDERS,COLUMBUS AVIATORS,1.0,0.0,0.0,0.0,,
96,2026-04-11,2026,3,UFL,HOUSTON GAMBLERS,DC DEFENDERS,,0.0,9.0,1.0,,
101,2026-04-18,2026,4,UFL,ST. LOUIS BATTLEHAWKS,DC DEFENDERS,,1.0,27.0,2.0,,
109,2026-05-02,2026,6,UFL,DALLAS RENEGADES,DC DEFENDERS,,,,,0.0,4.0
112,2026-05-09,2026,7,UFL,LOUISVILLE KINGS,DC DEFENDERS,,0.0,0.0,0.0,,
