game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,1.0,,41.0,45.0,2.0,3.0,1.0,,48.0,3.0,145.0,404.0
2023-05-20-MAD-IND,2023-05-20,2023,4,,MAD,IND,2.0,,52.0,59.0,2.0,2.0,1.0,,61.0,2.0,172.0,476.0
2023-05-27-CHI-MAD,2023-05-27,2023,5,,CHI,MAD,3.0,1.0,34.0,38.0,,1.0,1.0,,41.0,3.0,66.0,219.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,2.0,,22.0,20.0,2.0,1.0,1.0,1.0,22.0,1.0,139.0,193.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,,MAD,MIN,4.0,,27.0,30.0,,,2.0,1.0,34.0,3.0,76.0,286.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,,MIN,MAD,2.0,,34.0,35.0,1.0,,,,36.0,1.0,65.0,201.0
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,3.0,,53.0,61.0,,,1.0,1.0,63.0,2.0,-51.0,421.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,3.0,1.0,58.0,70.0,,2.0,,,72.0,2.0,203.0,256.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
2023-07-21-MAD-CHI,2023-07-21,2023,13,,MAD,CHI,,,32.0,33.0,,5.0,1.0,,35.0,2.0,85.0,232.0
