game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,,,26.0,1.0,3.0,-2.0,28.0,3.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,1.0,1.0,19.0,,1.0,2.0,36.0,
