game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
FOOTBALL_AF1_2026_4_12_T584638G1168203@T584641,2026-04-12,2026,1,AF1,Oregon Lightning,Washington Wolfpack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
FOOTBALL_AF1_2026_4_25_T584641G1168210@T584637,2026-04-25,2026,3,AF1,Washington Wolfpack,Nashville Kats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,2.0
FOOTBALL_AF1_2026_5_2_T584635G1168211@T584641,2026-05-02,2026,4,AF1,Albany Firebirds,Washington Wolfpack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0
FOOTBALL_AF1_2026_5_16_T584641G1168222@T584638,2026-05-17,2026,6,AF1,Washington Wolfpack,Oregon Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0
