game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_WINDCHILL,,,1,AUDL,,,1.0,4.0,,,,0.0,1.0,,,,,0.0,51.0,109.0
SYNTHETIC_AUDL_W2_WINDCHILL,,,2,AUDL,,,1.0,1.0,,,,0.0,0.0,,,,,0.0,41.0,66.0
SYNTHETIC_AUDL_W3_WINDCHILL,,,3,AUDL,,,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-06-25-MAD-MIN,2022-06-25,2022,5,,MAD,MIN,2.0,0.0,,,,1.0,4.0,,,,,1.0,86.0,96.0
2022-07-01-MIN-CHI,2022-07-01,2022,6,,MIN,CHI,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-02-MIN-DET,2022-07-02,2022,6,,MIN,DET,0.0,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-10-MIN-MAD,2022-07-10,2022,7,AUDL,windchill,radicals,0.0,0.0,,,,1.0,1.0,,,,,1.0,58.0,3.0
2022-07-16-CHI-MIN,2022-07-16,2022,8,AUDL,union,windchill,1.0,0.0,,,,0.0,1.0,,,,,0.0,87.0,56.0
2022-07-23-MIN-IND,2022-07-23,2022,9,AUDL,windchill,alleycats,1.0,0.0,,,,0.0,2.0,,,,,1.0,106.0,69.0
2022-07-31-DET-MIN,2022-07-31,2022,10,AUDL,mechanix,windchill,1.0,2.0,,,,0.0,1.0,,,,,0.0,85.0,138.0
2023-05-06-MIN-IND,2023-05-06,2023,2,AUDL,MINNESOTA WIND CHILL,INDIANAPOLIS ALLEYCATS,,,,6.0,6.0,,2.0,1.0,1.0,,6.0,,66.0,119.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,AUDL,PITTSBURGH THUNDERBIRDS,MINNESOTA WIND CHILL,3.0,3.0,1.0,12.0,14.0,,2.0,2.0,1.0,,15.0,1.0,97.0,132.0
2023-05-27-MIN-DET,2023-05-27,2023,5,AUDL,MINNESOTA WIND CHILL,DETROIT MECHANIX,1.0,,,18.0,17.0,,,1.0,,,19.0,2.0,90.0,110.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,AUDL,MINNESOTA WIND CHILL,CHICAGO UNION,,,,,,,1.0,,,,,,,
2023-06-03-CHI-MIN,2023-06-03,2023,6,AUDL,CHICAGO UNION,MINNESOTA WIND CHILL,1.0,2.0,,18.0,16.0,,3.0,2.0,1.0,,17.0,,86.0,60.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,AUDL,MADISON RADICALS,MINNESOTA WIND CHILL,1.0,1.0,,8.0,5.0,,1.0,1.0,,,7.0,2.0,60.0,36.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,AUDL,MINNESOTA WIND CHILL,MADISON RADICALS,4.0,,,14.0,13.0,,2.0,1.0,2.0,,13.0,,203.0,172.0
2023-06-24-MIN-COL,2023-06-24,2023,9,AUDL,MINNESOTA WIND CHILL,COLORADO SUMMIT,,1.0,,15.0,15.0,,,1.0,1.0,3.0,17.0,2.0,68.0,144.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,AUDL,MINNESOTA WIND CHILL,MADISON RADICALS,,1.0,,6.0,5.0,,1.0,1.0,,,5.0,,139.0,11.0
2023-07-09-IND-MIN,2023-07-09,2023,11,AUDL,INDIANAPOLIS ALLEYCATS,MINNESOTA WIND CHILL,1.0,,,,,,,,,,,,,
2023-07-15-CHI-MIN,2023-07-15,2023,12,AUDL,CHICAGO UNION,MINNESOTA WIND CHILL,1.0,,,3.0,3.0,,,,,,3.0,,56.0,6.0
2024-04-27-MIN-PIT,2024-04-27,2024,1,UFA,windchill,thunderbirds,0.0,0.0,,,,0.0,2.0,,,,,2.0,153.0,56.0
