game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_tds,int_avg,int_long,int_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,solo_tackles,tackles
FOOTBALL_IFL_2026_6_28_TTUCSONSUGARSKULLSG20260628EKGP@TNAZWRANGLERS,2026-06-28,2026,16,IFL,Tucson Sugar Skulls,NAZ Wranglers,1.0,1.0,0.0,24.0,24.0,24.0,,,,,,3.0,4.0
FOOTBALL_IFL_2026_7_12_TNEWMEXICOCHUPACABRASG20260712U4S4@TNAZWRANGLERS,2026-07-12,2026,18,IFL,New Mexico Chupacabras,NAZ Wranglers,1.0,,,,,,,,,,,3.0,4.0
FOOTBALL_IFL_2026_7_19_TNAZWRANGLERSG20260719SJ7Z@TTUCSONSUGARSKULLS,2026-07-19,2026,19,IFL,NAZ Wranglers,Tucson Sugar Skulls,2.0,,,,,,,,,,,4.0,6.0
FOOTBALL_IFL_2026_7_25_TNAZWRANGLERSG20260725S86X@TVEGASKNIGHTHAWKS,2026-07-25,2026,20,IFL,NAZ Wranglers,Vegas Knight Hawks,3.0,,,,,,5.0,5.0,0.0,5.0,1.0,3.0,6.0
