game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105230CHI,2021-05-23,2021,1,WNBA,NYL,CHI,1.0,,5.0,,1.0,,0.5,10.0,5.0,3.0,1.0,2.0,2.0,21.716666666666665,2.0,6.0,12.0,7.0,,6.0
WNBA_202105240NYL,2021-05-24,2021,1,WNBA,DAL,NYL,3.0,,3.0,1.0,2.0,2.0,0.625,8.0,5.0,2.0,0.833,6.0,5.0,21.883333333333333,3.0,6.0,17.0,6.0,,4.0
WNBA_202108150MIN,2021-08-15,2021,1,WNBA,NYL,MIN,1.0,,3.0,0.5,4.0,2.0,0.591,22.0,13.0,3.0,1.0,2.0,2.0,30.1,1.0,-9.0,30.0,4.0,,
WNBA_202108180NYL,2021-08-18,2021,1,WNBA,SEA,NYL,1.0,,1.0,,2.0,,0.5,8.0,4.0,2.0,1.0,2.0,2.0,22.55,,2.0,10.0,1.0,1.0,5.0
WNBA_202108200NYL,2021-08-20,2021,1,WNBA,SEA,NYL,1.0,3.0,9.0,0.2,5.0,1.0,0.211,19.0,4.0,2.0,1.0,2.0,2.0,27.416666666666668,4.0,-15.0,11.0,13.0,1.0,2.0
WNBA_202108220NYL,2021-08-22,2021,1,WNBA,LAS,NYL,1.0,,9.0,0.5,4.0,2.0,0.462,13.0,6.0,3.0,1.0,3.0,3.0,27.6,2.0,5.0,17.0,11.0,3.0,3.0
WNBA_202108250NYL,2021-08-25,2021,1,WNBA,PHO,NYL,1.0,,1.0,0.2,5.0,1.0,0.143,14.0,2.0,3.0,1.0,2.0,2.0,22.466666666666665,2.0,-30.0,7.0,3.0,2.0,2.0
WNBA_202108270NYL,2021-08-27,2021,1,WNBA,PHO,NYL,3.0,,7.0,0.5,4.0,2.0,0.571,14.0,8.0,3.0,,,,32.916666666666664,,-6.0,18.0,7.0,1.0,4.0
WNBA_202108310MIN,2021-08-31,2021,1,WNBA,NYL,MIN,2.0,,4.0,,2.0,,0.333,12.0,4.0,3.0,,2.0,,28.116666666666667,3.0,13.0,8.0,7.0,1.0,3.0
WNBA_202109020SEA,2021-09-02,2021,1,WNBA,NYL,SEA,1.0,1.0,4.0,0.5,2.0,1.0,0.636,11.0,7.0,5.0,,,,25.0,2.0,-18.0,15.0,6.0,2.0,2.0
WNBA_202109110DAL,2021-09-11,2021,1,WNBA,NYL,DAL,4.0,,9.0,,1.0,,0.571,14.0,8.0,3.0,,2.0,,30.0,2.0,-12.0,16.0,11.0,1.0,5.0
WNBA_202109150CON,2021-09-15,2021,1,WNBA,NYL,CON,3.0,3.0,3.0,0.333,3.0,1.0,0.556,18.0,10.0,3.0,1.0,4.0,4.0,36.88333333333333,5.0,-25.0,25.0,8.0,2.0,9.0
WNBA_202109170NYL,2021-09-17,2021,1,WNBA,WAS,NYL,,,8.0,,1.0,,0.846,13.0,11.0,3.0,0.5,4.0,2.0,30.8,2.0,14.0,24.0,10.0,3.0,4.0
WNBA_202109230PHO,2021-09-23,2021,1,WNBA,NYL,PHO,2.0,1.0,7.0,0.5,4.0,2.0,0.438,16.0,7.0,3.0,,,,30.983333333333334,3.0,-9.0,16.0,10.0,1.0,3.0
WNBA_202205070NYL,2022-05-07,2022,1,WNBA,CON,NYL,3.0,2.0,5.0,0.429,7.0,3.0,0.357,14.0,5.0,4.0,0.75,4.0,3.0,36.416666666666664,1.0,6.0,16.0,6.0,1.0,3.0
