game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,yardsReceived,yardsThrown
2023-05-06-MIN-IND,2023-05-06,2023,2,,MIN,IND,,1.0,1.0,1.0,,,,1.0,71.0,2.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,,1.0,1.0,1.0,,,,1.0,-3.0,5.0
2023-05-27-MIN-DET,2023-05-27,2023,5,,MIN,DET,,1.0,3.0,3.0,,,1.0,3.0,53.0,25.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,,MIN,CHI,,,,,,1.0,,,,
2023-06-10-MAD-MIN,2023-06-10,2023,7,,MAD,MIN,,,2.0,1.0,,,,1.0,14.0,-6.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,,MIN,MAD,1.0,,3.0,3.0,,,,3.0,45.0,11.0
2023-06-24-MIN-COL,2023-06-24,2023,9,,MIN,COL,,,1.0,1.0,,,,1.0,5.0,-6.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,,2.0,1.0,0.0,,1.0,,0.0,1.0,0.0
2023-07-23-DET-MIN,2023-07-23,2023,13,,DET,MIN,,1.0,3.0,3.0,1.0,1.0,1.0,3.0,52.0,11.0
