game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202206100IND,2022-06-10,2022,1,WNBA,NYL,IND,1.0,,3.0,0.25,8.0,2.0,1.0,,,,18.716666666666665,2.0,-11.0,4.0,5.0,,1.0
WNBA_202206120MIN,2022-06-12,2022,1,WNBA,IND,MIN,1.0,3.0,2.0,0.667,6.0,4.0,3.0,,1.0,,28.116666666666667,1.0,10.0,8.0,3.0,,5.0
WNBA_202206150IND,2022-06-15,2022,1,WNBA,PHO,IND,2.0,2.0,4.0,0.462,13.0,6.0,2.0,,,,28.966666666666665,2.0,-4.0,12.0,6.0,1.0,1.0
WNBA_202206190IND,2022-06-19,2022,1,WNBA,CHI,IND,,1.0,1.0,0.5,4.0,2.0,2.0,0.5,4.0,2.0,11.35,1.0,-7.0,6.0,2.0,,4.0
WNBA_202206230DAL,2022-06-23,2022,1,WNBA,IND,DAL,1.0,1.0,6.0,0.625,8.0,5.0,2.0,0.667,3.0,2.0,28.266666666666666,6.0,-25.0,12.0,12.0,1.0,
WNBA_202206270PHO,2022-06-27,2022,1,WNBA,IND,PHO,,1.0,4.0,0.2,5.0,1.0,4.0,0.5,2.0,1.0,19.333333333333332,2.0,,3.0,6.0,,4.0
WNBA_202206290PHO,2022-06-29,2022,1,WNBA,IND,PHO,,1.0,5.0,0.8,5.0,4.0,2.0,0.5,2.0,1.0,16.766666666666666,2.0,-12.0,9.0,7.0,1.0,
WNBA_202207010SEA,2022-07-01,2022,1,WNBA,IND,SEA,1.0,2.0,8.0,0.625,8.0,5.0,2.0,0.667,6.0,4.0,27.083333333333332,4.0,-5.0,14.0,12.0,1.0,1.0
WNBA_202207130IND,2022-07-13,2022,1,WNBA,CON,IND,2.0,,3.0,0.5,8.0,4.0,3.0,0.5,4.0,2.0,23.4,1.0,-5.0,10.0,4.0,1.0,2.0
WNBA_202207150IND,2022-07-15,2022,1,WNBA,MIN,IND,,,3.0,,4.0,,3.0,0.5,2.0,1.0,16.683333333333334,2.0,-16.0,1.0,5.0,2.0,
WNBA_202207170SEA,2022-07-17,2022,1,WNBA,IND,SEA,,,6.0,0.6,10.0,6.0,5.0,0.5,2.0,1.0,16.183333333333334,,4.0,13.0,6.0,2.0,3.0
WNBA_202207190LAS,2022-07-19,2022,1,WNBA,IND,LAS,1.0,1.0,6.0,0.111,9.0,1.0,1.0,,,,21.033333333333335,3.0,2.0,2.0,9.0,,2.0
WNBA_202207210LVA,2022-07-21,2022,1,WNBA,IND,LVA,1.0,3.0,5.0,0.5,6.0,3.0,1.0,0.5,2.0,1.0,19.683333333333334,3.0,-10.0,7.0,8.0,1.0,3.0
WNBA_202207240IND,2022-07-24,2022,1,WNBA,DAL,IND,1.0,1.0,2.0,0.625,8.0,5.0,5.0,0.571,7.0,4.0,20.866666666666667,3.0,-7.0,14.0,5.0,1.0,1.0
WNBA_202207290IND,2022-07-29,2022,1,WNBA,LVA,IND,,,4.0,0.75,8.0,6.0,3.0,1.0,1.0,1.0,23.65,2.0,-21.0,13.0,6.0,1.0,3.0
WNBA_202207310IND,2022-07-31,2022,1,WNBA,LVA,IND,,1.0,2.0,,4.0,,2.0,1.0,2.0,2.0,13.033333333333333,1.0,-7.0,2.0,3.0,,
WNBA_202208030ATL,2022-08-03,2022,1,WNBA,IND,ATL,3.0,1.0,2.0,,3.0,,,0.5,2.0,1.0,18.616666666666667,2.0,-13.0,1.0,4.0,,1.0
WNBA_202208060DAL,2022-08-06,2022,1,WNBA,IND,DAL,,1.0,2.0,0.5,2.0,1.0,5.0,1.0,4.0,4.0,14.883333333333333,1.0,-2.0,6.0,3.0,1.0,2.0
WNBA_202208140WAS,2022-08-14,2022,1,WNBA,IND,WAS,,1.0,4.0,0.5,2.0,1.0,4.0,,,,12.983333333333333,,-7.0,2.0,4.0,,1.0
WNBA_202305190IND,2023-05-19,2023,1,WNBA,CON,IND,,3.0,4.0,0.2,5.0,1.0,3.0,0.5,2.0,1.0,14.883333333333333,2.0,-10.0,3.0,6.0,,2.0
WNBA_202305210NYL,2023-05-21,2023,1,WNBA,IND,NYL,,,1.0,0.2,5.0,1.0,1.0,1.0,2.0,2.0,10.583333333333334,1.0,1.0,4.0,2.0,,1.0
WNBA_202305280ATL,2023-05-28,2023,1,WNBA,IND,ATL,1.0,2.0,4.0,0.667,6.0,4.0,4.0,0.5,4.0,2.0,14.45,5.0,1.0,10.0,9.0,1.0,
WNBA_202305300CON,2023-05-30,2023,1,WNBA,IND,CON,,3.0,4.0,,,,2.0,,,,11.216666666666667,,8.0,,4.0,,1.0
WNBA_202306040IND,2023-06-04,2023,1,WNBA,LVA,IND,,,9.0,0.5,8.0,4.0,3.0,1.0,1.0,1.0,17.35,1.0,10.0,9.0,10.0,,
WNBA_202306060CHI,2023-06-06,2023,1,WNBA,IND,CHI,,,2.0,1.0,2.0,2.0,2.0,,,,5.833333333333333,1.0,-5.0,4.0,3.0,,
WNBA_202306090MIN,2023-06-09,2023,1,WNBA,IND,MIN,,,,,1.0,,3.0,,,,4.1,,-6.0,,,,1.0
WNBA_202306110IND,2023-06-11,2023,1,WNBA,PHO,IND,,,3.0,0.667,3.0,2.0,5.0,0.5,2.0,1.0,17.216666666666665,,-5.0,5.0,3.0,,
WNBA_202306130IND,2023-06-13,2023,1,WNBA,WAS,IND,,,6.0,0.429,7.0,3.0,,,,,9.783333333333333,4.0,-1.0,6.0,10.0,,1.0
WNBA_202306150CHI,2023-06-15,2023,1,WNBA,IND,CHI,,,,,1.0,,2.0,,,,2.9333333333333336,,1.0,,,,
WNBA_202306180IND,2023-06-18,2023,1,WNBA,ATL,IND,1.0,,5.0,,2.0,,1.0,0.75,4.0,3.0,9.333333333333334,,3.0,3.0,5.0,,2.0
WNBA_202306220SEA,2023-06-22,2023,1,WNBA,IND,SEA,,,4.0,,,,1.0,,,,4.933333333333334,,-7.0,,4.0,,1.0
WNBA_202306240LVA,2023-06-24,2023,1,WNBA,IND,LVA,,,4.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,8.3,,-10.0,3.0,4.0,,1.0
WNBA_202306260LVA,2023-06-26,2023,1,WNBA,IND,LVA,,,,,1.0,,1.0,,,,2.8833333333333333,,-5.0,,,,
WNBA_202306290PHO,2023-06-29,2023,1,WNBA,IND,PHO,,,1.0,,3.0,,1.0,,,,6.116666666666666,2.0,-6.0,,3.0,1.0,
WNBA_202307020IND,2023-07-02,2023,1,WNBA,CHI,IND,,,2.0,,,,,,,,2.95,,-2.0,,2.0,,1.0
WNBA_202307070WAS,2023-07-07,2023,1,WNBA,IND,WAS,2.0,,1.0,1.0,1.0,1.0,4.0,0.5,2.0,1.0,15.016666666666667,1.0,9.0,3.0,2.0,,2.0
WNBA_202307090CON,2023-07-09,2023,1,WNBA,WAS,CON,1.0,1.0,4.0,0.5,6.0,3.0,2.0,0.667,3.0,2.0,15.6,3.0,10.0,8.0,7.0,,1.0
WNBA_202307110WAS,2023-07-11,2023,1,WNBA,SEA,WAS,,2.0,6.0,0.5,6.0,3.0,,,2.0,,24.3,2.0,13.0,6.0,8.0,,1.0
WNBA_202307190WAS,2023-07-19,2023,1,WNBA,IND,WAS,1.0,3.0,4.0,1.0,5.0,5.0,4.0,,,,19.766666666666666,1.0,-4.0,10.0,5.0,1.0,4.0
WNBA_202307210WAS,2023-07-21,2023,1,WNBA,NYL,WAS,1.0,2.0,,0.167,6.0,1.0,4.0,,,,15.066666666666666,2.0,-11.0,2.0,2.0,,2.0
WNBA_202307230WAS,2023-07-23,2023,1,WNBA,PHO,WAS,,1.0,5.0,0.5,6.0,3.0,3.0,,,,23.166666666666668,2.0,10.0,6.0,7.0,1.0,1.0
WNBA_202307260MIN,2023-07-26,2023,1,WNBA,WAS,MIN,,1.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,16.05,2.0,-13.0,9.0,7.0,,1.0
WNBA_202307280DAL,2023-07-28,2023,1,WNBA,WAS,DAL,,,,,,,,,,,0.3,,,,,,
WNBA_202307300ATL,2023-07-30,2023,1,WNBA,WAS,ATL,1.0,,3.0,0.4,5.0,2.0,5.0,0.5,2.0,1.0,19.116666666666667,1.0,-1.0,5.0,4.0,1.0,1.0
WNBA_202308040WAS,2023-08-04,2023,1,WNBA,LAS,WAS,,,8.0,0.778,9.0,7.0,3.0,1.0,1.0,1.0,20.933333333333334,1.0,2.0,15.0,9.0,2.0,
WNBA_202308060WAS,2023-08-06,2023,1,WNBA,LAS,WAS,,1.0,3.0,0.429,7.0,3.0,5.0,0.667,3.0,2.0,18.35,1.0,4.0,8.0,4.0,1.0,1.0
WNBA_202308080PHO,2023-08-08,2023,1,WNBA,WAS,PHO,,1.0,4.0,0.125,8.0,1.0,1.0,1.0,4.0,4.0,11.483333333333333,2.0,-13.0,6.0,6.0,1.0,1.0
WNBA_202308110LVA,2023-08-11,2023,1,WNBA,WAS,LVA,1.0,1.0,1.0,0.625,8.0,5.0,3.0,,2.0,,18.533333333333335,2.0,-28.0,10.0,3.0,1.0,2.0
WNBA_202308130WAS,2023-08-13,2023,1,WNBA,CHI,WAS,1.0,1.0,3.0,1.0,7.0,7.0,2.0,0.5,4.0,2.0,16.966666666666665,,6.0,16.0,3.0,2.0,2.0
WNBA_202308180IND,2023-08-18,2023,1,WNBA,WAS,IND,1.0,,1.0,,1.0,,5.0,1.0,2.0,2.0,13.583333333333334,,-2.0,2.0,1.0,,2.0
WNBA_202308200WAS,2023-08-20,2023,1,WNBA,DAL,WAS,,1.0,5.0,0.5,6.0,3.0,2.0,0.5,2.0,1.0,20.6,2.0,-18.0,7.0,7.0,1.0,1.0
WNBA_202308220WAS,2023-08-22,2023,1,WNBA,CON,WAS,,1.0,7.0,0.75,4.0,3.0,1.0,,,,19.183333333333334,1.0,1.0,6.0,8.0,1.0,1.0
WNBA_202309030LAS,2023-09-03,2023,1,WNBA,WAS,LAS,,,1.0,1.0,1.0,1.0,,,,,4.333333333333333,,,2.0,1.0,,
WNBA_202309050PHO,2023-09-05,2023,1,WNBA,WAS,PHO,,,4.0,0.2,5.0,1.0,4.0,1.0,2.0,2.0,12.916666666666666,,19.0,4.0,4.0,1.0,
WNBA_202309080WAS,2023-09-08,2023,1,WNBA,ATL,WAS,,,3.0,,2.0,,3.0,,,,13.383333333333333,,-1.0,,3.0,,
WNBA_202309100NYL,2023-09-10,2023,1,WNBA,WAS,NYL,,,1.0,0.5,6.0,3.0,2.0,,,,13.533333333333333,1.0,-16.0,6.0,2.0,,1.0
WNBA_202309150NYL,2023-09-15,2023,1,WNBA,WAS,NYL,,,,,2.0,,,,,,4.9,1.0,-4.0,,1.0,,
WNBA_202309190NYL,2023-09-19,2023,1,WNBA,WAS,NYL,,,,,,,,,,,4.116666666666666,,5.0,,,,
WNBA_202405280CON,2024-05-28,2024,1,WNBA,PHO,CON,,,1.0,,2.0,,1.0,1.0,2.0,2.0,4.133333333333334,1.0,1.0,2.0,2.0,,
WNBA_202406020ATL,2024-06-02,2024,1,WNBA,CON,ATL,,,,,2.0,,,,,,1.2833333333333332,,,,,,
WNBA_202406040CON,2024-06-04,2024,1,WNBA,WAS,CON,,,,,1.0,,,,,,1.7666666666666666,,-1.0,,,,
WNBA_202406220NYL,2024-06-22,2024,1,WNBA,LAS,NYL,,,1.0,1.0,1.0,1.0,1.0,,,,2.8833333333333333,1.0,-4.0,2.0,2.0,,
WNBA_202406280PHO,2024-06-28,2024,1,WNBA,LAS,PHO,,,1.0,,,,,,,,1.4166666666666667,,5.0,,1.0,1.0,
WNBA_202409080NYL,2024-09-08,2024,1,WNBA,LVA,NYL,,,,,,,,,,,0.9333333333333333,,-6.0,,,,
WNBA_202409150LVA,2024-09-15,2024,1,WNBA,CON,LVA,,,,,,,,,,,1.3,,,,,,
WNBA_202409190LVA,2024-09-19,2024,1,WNBA,DAL,LVA,,1.0,4.0,0.667,6.0,4.0,2.0,,,,15.35,1.0,5.0,8.0,5.0,2.0,
WNBA_202410040LVA,2024-10-04,2024,1,WNBA,NYL,LVA,1.0,,1.0,,,,1.0,,,,3.25,,-8.0,,1.0,,
