game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202205060WAS,2022-05-06,2022,1,WNBA,IND,WAS,2.0,,5.0,0.556,9.0,5.0,3.0,,,,20.133333333333333,1.0,-12.0,10.0,6.0,,2.0
WNBA_202205080IND,2022-05-08,2022,1,WNBA,LAS,IND,2.0,2.0,3.0,0.333,3.0,1.0,4.0,0.75,4.0,3.0,14.166666666666666,1.0,2.0,5.0,4.0,,2.0
WNBA_202205100IND,2022-05-10,2022,1,WNBA,MIN,IND,,3.0,7.0,0.5,4.0,2.0,4.0,,,,23.05,1.0,13.0,4.0,8.0,5.0,1.0
WNBA_202205130NYL,2022-05-13,2022,1,WNBA,IND,NYL,4.0,2.0,11.0,0.5,8.0,4.0,4.0,,,,31.65,3.0,17.0,8.0,14.0,,3.0
WNBA_202205150IND,2022-05-15,2022,1,WNBA,ATL,IND,1.0,2.0,7.0,0.5,4.0,2.0,5.0,,2.0,,32.333333333333336,2.0,3.0,4.0,9.0,2.0,5.0
WNBA_202205170IND,2022-05-17,2022,1,WNBA,ATL,IND,1.0,1.0,2.0,0.714,7.0,5.0,1.0,0.667,3.0,2.0,22.516666666666666,3.0,-4.0,12.0,5.0,,2.0
WNBA_202205200CON,2022-05-20,2022,1,WNBA,IND,CON,,1.0,7.0,0.5,4.0,2.0,6.0,,,,20.85,,2.0,4.0,7.0,2.0,4.0
WNBA_202205220IND,2022-05-22,2022,1,WNBA,CON,IND,2.0,,4.0,0.333,9.0,3.0,3.0,0.75,4.0,3.0,23.0,4.0,-15.0,9.0,8.0,2.0,1.0
WNBA_202205240CHI,2022-05-24,2022,1,WNBA,IND,CHI,2.0,2.0,5.0,0.5,8.0,4.0,4.0,0.667,3.0,2.0,31.583333333333332,3.0,2.0,10.0,8.0,,5.0
WNBA_202205270IND,2022-05-27,2022,1,WNBA,LAS,IND,,,1.0,0.143,7.0,1.0,4.0,0.8,5.0,4.0,20.45,1.0,-1.0,6.0,2.0,3.0,1.0
WNBA_202205310IND,2022-05-31,2022,1,WNBA,WAS,IND,1.0,2.0,9.0,0.143,7.0,1.0,,,,,23.85,1.0,12.0,2.0,10.0,,
WNBA_202206010NYL,2022-06-01,2022,1,WNBA,IND,NYL,,3.0,4.0,0.273,11.0,3.0,2.0,1.0,4.0,4.0,25.583333333333332,2.0,-16.0,10.0,6.0,1.0,
WNBA_202206050ATL,2022-06-05,2022,1,WNBA,IND,ATL,1.0,2.0,8.0,0.333,6.0,2.0,3.0,0.4,5.0,2.0,27.25,,-5.0,6.0,8.0,1.0,2.0
WNBA_202206080CON,2022-06-08,2022,1,WNBA,IND,CON,1.0,,3.0,0.571,7.0,4.0,5.0,1.0,2.0,2.0,23.5,1.0,-3.0,10.0,4.0,1.0,2.0
