game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
11824051,2025-06-14,2025,2,CFL,CGY,TOR,0.0,31.0,1.0
11824055,2025-06-21,2025,3,CFL,OTT,CGY,0.0,12.0,1.0
11824061,2025-07-03,2025,5,CFL,WPG,CGY,1.0,22.0,2.0
11824065,2025-07-11,2025,6,CFL,CGY,SSK,2.0,156.0,6.0
11824069,2025-07-18,2025,7,CFL,CGY,WPG,2.0,79.0,2.0
11824072,2025-07-24,2025,8,CFL,MTL,CGY,0.0,7.0,1.0
11824091,2025-08-23,2025,12,CFL,SSK,CGY,0.0,17.0,2.0
11824094,2025-09-01,2025,13,CFL,EDM,CGY,0.0,0.0,0.0
11824098,2025-09-06,2025,14,CFL,CGY,EDM,0.0,9.0,1.0
11824113,2025-10-04,2025,18,CFL,CGY,BC,0.0,58.0,1.0
11824121,2025-10-18,2025,20,CFL,TOR,CGY,0.0,6.0,1.0
11824123,2025-10-24,2025,21,CFL,CGY,EDM,0.0,10.0,2.0
