game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,5.0,,,9.0,7.0,,4.0,,12.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,28.0,,,18.0,33.0,,2.0,,61.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,45.0,,,18.0,30.0,,26.0,,75.0,9.0,9.0,1.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,52.0,,,18.0,27.0,,8.0,,79.0,11.0,4.0,1.0,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,0.0,0.0,0.0,,2.0,0.0,,0.0,,,,,0.0,0.0
