game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,9.0,,,,,,0.0,12.0,2.0,120.0,,,
FOOTBALL_AAF_2019_3_2_SD@MEM,2019-03-02,2019,4,AAF,SD,MEM,18.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,1.0,174.0,5.0,1.0,0.0
FOOTBALL_AAF_2019_3_10_MEM@ATL,2019-03-10,2019,5,AAF,MEM,ATL,9.0,,,,,,1.0,17.0,0.0,181.0,2.0,1.0,3.0
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,0.0,,,,,,0.0,0.0,0.0,0.0,,,
