game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_EMPIRE,,,1,AUDL,,,0.0,2.0,,,0.0,2.0,,0.0,58.0,-6.0
SYNTHETIC_AUDL_W2_EMPIRE,,,2,AUDL,,,0.0,0.0,,,0.0,1.0,,0.0,80.0,-5.0
SYNTHETIC_AUDL_W3_EMPIRE,,,3,AUDL,,,0.0,2.0,,,0.0,2.0,,0.0,3.0,-21.0
2022-06-18-OTT-NY,2022-06-18,2022,4,,OTT,NY,0.0,0.0,,,0.0,0.0,,0.0,2.0,21.0
2022-07-01-MTL-NY,2022-07-01,2022,6,,MTL,NY,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-09-BOS-NY,2022-07-09,2022,7,,BOS,NY,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-22-NY-PHI,2022-07-22,2022,9,,NY,PHI,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,,1.0,6.0,5.0,,1.0,5.0,,42.0,14.0
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,,4.0,2.0,5.0,1.0,,5.0,,25.0,-3.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,,1.0,1.0,1.0,,,1.0,,11.0,7.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,2.0,9.0,6.0,,,8.0,,116.0,10.0
2023-06-03-NY-MTL,2023-06-03,2023,6,,NY,MTL,,,,,,2.0,,2.0,,
2023-06-10-ATL-NY,2023-06-10,2023,7,,ATL,NY,,,2.0,2.0,,,2.0,,23.0,-2.0
2023-06-16-BOS-NY,2023-06-16,2023,8,,BOS,NY,,1.0,2.0,3.0,,,3.0,,24.0,-6.0
2023-06-30-DC-NY,2023-06-30,2023,10,,DC,NY,,3.0,1.0,4.0,,,4.0,,-4.0,4.0
2023-07-14-NY-COL,2023-07-14,2023,12,,NY,COL,,,8.0,9.0,,0.0,9.0,,84.0,26.0
2023-07-15-NY-SLC,2023-07-15,2023,12,,NY,SLC,1.0,2.0,,,,,,,,
2024-04-27-MTL-NY,2024-04-27,2024,1,,MTL,NY,0.0,1.0,,,0.0,0.0,,0.0,40.0,-16.0
2024-05-04-NY-ATL,2024-05-04,2024,2,,NY,ATL,0.0,0.0,,,0.0,0.0,,0.0,19.0,0.0
2024-05-17-NY-BOS,2024-05-17,2024,4,,NY,BOS,0.0,1.0,,,0.0,2.0,,0.0,77.0,-7.0
2024-05-18-NY-MTL,2024-05-18,2024,4,,NY,MTL,0.0,0.0,,,0.0,0.0,,1.0,57.0,27.0
2024-05-24-PHI-NY,2024-05-24,2024,5,,PHI,NY,0.0,0.0,,,0.0,1.0,,1.0,55.0,9.0
2024-05-31-BOS-NY,2024-05-31,2024,6,,BOS,NY,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-08-NY-DC,2024-06-08,2024,7,,NY,DC,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-15-NY-PHI,2024-06-15,2024,8,,NY,PHI,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2024-06-21-TOR-NY,2024-06-21,2024,9,,TOR,NY,0.0,1.0,,,0.0,0.0,,0.0,0.0,8.0
2024-06-29-SLC-NY,2024-06-29,2024,10,,SLC,NY,0.0,0.0,,,0.0,2.0,,0.0,70.0,2.0
2024-07-12-NY-MIN,2024-07-12,2024,12,,NY,MIN,0.0,0.0,,,0.0,3.0,,0.0,130.0,10.0
2024-07-20-DC-NY,2024-07-20,2024,13,,DC,NY,0.0,0.0,,,0.0,1.0,,0.0,6.0,0.0
2026-04-25-ATL-ATX,2026-04-25,2026,1,,ATL,ATX,0.0,0.0,,,0.0,1.0,,0.0,8.0,9.0
