game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,12.0,,,13.0,6.0,,6.0,,18.0,2.0,1.0,,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,27.0,,,18.0,20.0,,2.0,,47.0,1.0,4.0,1.0,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.0,0.0
