game_id,date,season,week,league,away,home,def_ast,def_sack,def_solo,def_tot,def_ydsl
FOOTBALL_CFL_2019_8_29_BAL@WAS,2019-08-29,2019,1,CFL,BAL,WAS,3.0,,,3.0,
FOOTBALL_CFL_2021_11_20_SSK@HAM,2021-11-20,2021,1,CFL,SSK,HAM,,,6.0,6.0,
FOOTBALL_CFL_2021_8_14_HAM@SSK,2021-08-14,2021,1,CFL,HAM,SSK,,1.0,2.0,2.0,4.0
