game_id,date,season,week,league,away,home,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_AAF_2019_3_3_SA@BIR,2019-03-03,2019,4,AAF,SA,BIR,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,9.0,0.0,64.0,1.0
FOOTBALL_AAF_2019_3_9_ORL@BIR,2019-03-09,2019,5,AAF,ORL,BIR,,,,,,1.0,30.0,1.0,3.0,0.0,8.0,1.0
