game_id,date,season,week,league,away,home,assist_tackles,int_avg,int_long,int_tds,int_yards,interceptions_made,sacks,solo_tackles,tackles
FOOTBALL_AAF_2019_2_10_SL@ARI,2019-02-10,2019,1,AAF,SL,ARI,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,
FOOTBALL_AAF_2019_3_9_SL@SD,2019-03-09,2019,5,AAF,SL,SD,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,
FOOTBALL_AAF_2019_3_16_MEM@SL,2019-03-16,2019,6,AAF,MEM,SL,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,
FOOTBALL_AAF_2019_3_23_SL@SA,2019-03-23,2019,7,AAF,SL,SA,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,
FOOTBALL_AAF_2019_3_30_SD@SL,2019-03-30,2019,8,AAF,SD,SL,1.0,-1.0,-1.0,0.0,-1.0,1.0,,2.0,
FOOTBALL_XFL_2020_2_8_SEA@DC,2020-02-08,2020,1,XFL,SEA,DC,1.0,,,,,,,3.0,4.0
FOOTBALL_XFL_2020_2_15_TB@SEA,2020-02-15,2020,2,XFL,TB,SEA,3.0,,,,,,1.5,4.0,7.0
FOOTBALL_XFL_2020_2_22_DAL@SEA,2020-02-22,2020,3,XFL,DAL,SEA,,,,,,,,5.0,5.0
