game_id,date,season,week,league,away,home,attempts,avg,long,td,yards
FOOTBALL_XLEAGUE_2015_SEASON_TOTAL,,2015,1,XLEAGUE,,,22.0,16.2,48.0,3.0,357.0
FOOTBALL_XLEAGUE_2017_SEASON_TOTAL,,2017,1,XLEAGUE,,,21.0,10.1,38.0,1.0,213.0
