game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_PIT,,,1,USFL,,,,0.0,42.0,3.0,,
SYNTHETIC_USFL_W2_PIT,,,2,USFL,,,,1.0,117.0,7.0,,
SYNTHETIC_USFL_W5_PIT,,,5,USFL,,,,2.0,108.0,8.0,,
SYNTHETIC_USFL_W6_PIT,,,6,USFL,,,,1.0,29.0,2.0,,
SYNTHETIC_USFL_W7_PIT,,,7,USFL,,,,0.0,19.0,2.0,,
SYNTHETIC_USFL_W8_PIT,,,8,USFL,,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_W10_PIT,,,10,USFL,,,,0.0,13.0,2.0,,
SYNTHETIC_USFL_2023_W1_MAULERS,,2023,1,USFL,,,,0.0,25.0,3.0,,
SYNTHETIC_USFL_2023_W2_MAULERS,,2023,2,USFL,,,,0.0,4.0,1.0,,
SYNTHETIC_USFL_2023_W3_MAULERS,,2023,3,USFL,,,,1.0,30.0,4.0,0.0,0.0
SYNTHETIC_USFL_2023_W4_MAULERS,,2023,4,USFL,,,,0.0,62.0,6.0,0.0,7.0
SYNTHETIC_USFL_2023_W5_MAULERS,,2023,5,USFL,,,,0.0,89.0,4.0,0.0,3.0
SYNTHETIC_USFL_2023_W6_MAULERS,,2023,6,USFL,,,,,41.0,5.0,,16.0
SYNTHETIC_USFL_2023_W7_MAULERS,,2023,7,USFL,,,,0.0,15.0,2.0,1.0,8.0
SYNTHETIC_USFL_2023_W8_MAULERS,,2023,8,USFL,,,,0.0,70.0,6.0,0.0,13.0
SYNTHETIC_USFL_2023_W10_MAULERS,,2023,10,USFL,,,1.0,0.0,27.0,3.0,0.0,-1.0
SYNTHETIC_USFL_2023_W11_MAULERS,,2023,11,USFL,,,,,6.0,1.0,1.0,4.0
SYNTHETIC_USFL_2023_W12_MAULERS,,2023,12,USFL,,,,,11.0,1.0,,
