game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2017-gpMOoo1Mzy,,2017,1,USLC,,,1.0,-0.1692,19.6482,5.8554,0.0,-0.2386,1.0,12.0,2601.0,0.7398,1299.0,1.1266,0.0867,0.0,4.0,1.0,1.1692,0.2386,-0.171,1.4077,0.7389,0.0873
soccer-uslc-2018-315VWlvq9x,,2018,1,USLC,,,0.0,-2.7609,19.9697,3.6444,1.0,0.4464,1.0,30.0,2568.0,0.7218,1161.0,23.5194,2.0258,0.3234,11.0,2.0,2.7609,0.5536,0.3422,3.3144,0.7015,0.3553
soccer-uslc-2019-315VWlvq9x,,2019,1,USLC,,,4.0,0.6023,20.9548,2.1825,1.0,0.1007,5.0,42.0,2338.0,0.7628,1096.0,40.1998,3.6679,0.4699,11.0,5.0,3.3977,0.8993,0.3502,4.2971,0.7261,0.4233
soccer-mls-2020-vzqoOgNqap,,2020,1,MLS,,,1.0,-0.4102,19.8411,2.5689,0.0,-0.032,1.0,12.0,518.0,0.7391,207.0,9.4251,4.5532,0.0,1.0,0.0,1.4102,0.032,-0.032,1.4422,0.6936,0.0313
soccer-mls-2021-vzqoOgNqap,,2021,1,MLS,,,0.0,-0.5635,20.4028,4.4693,0.0,0.0,0.0,11.0,1117.0,0.7158,468.0,-4.5424,-0.9706,0.0,0.0,0.0,0.5635,0.0,0.0,0.5635,0.7255,0.0
soccer-mls-2022-vzqoOgNqap,,2022,1,MLS,,,1.0,0.3333,22.2295,2.4713,0.0,-0.0655,1.0,10.0,688.0,0.7161,310.0,1.3413,0.4327,0.0,2.0,0.0,0.6667,0.0655,-0.0655,0.7323,0.7118,0.1059
soccer-mls-2023-vzqoOgNqap,,2023,1,MLS,,,0.0,0.0,17.4572,1.4489,1.0,0.3874,1.0,0.0,608.0,0.8008,261.0,5.9939,2.2965,0.0238,5.0,2.0,0.0,0.6126,-0.0401,0.6126,0.7778,0.3721
soccer-mlsnp-2023-OlMlKDEQLz,,2023,1,MLSNP,,,0.0,0.0,20.0574,3.225,0.0,-0.0109,0.0,0.0,78.0,0.8235,51.0,2.3853,4.6771,0.0,1.0,0.0,0.0,0.0109,-0.0109,0.0109,0.7768,0.0041
soccer-mls-2024-vzqoOgNqap,,2024,1,MLS,,,1.0,0.4203,21.4449,5.3739,0.0,-0.1722,1.0,11.0,858.0,0.7942,452.0,15.0436,3.3282,0.0,1.0,0.0,0.5797,0.1722,-0.1722,0.7519,0.761,0.0318
soccer-mlsnp-2025-OlMlKDEQLz,,2025,1,MLSNP,,,0.0,-0.5186,23.4767,1.931,0.0,0.0,0.0,5.0,97.0,0.8472,72.0,4.6768,6.4955,0.0,0.0,0.0,0.5186,0.0,0.0,0.5186,0.7823,0.0
