game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W2_TOR,,,2,CFL,,,,,,,0.0,10.0,,
SYNTHETIC_CFL_W10_TOR,,,10,CFL,,,,0.0,8.0,1.0,,,,
SYNTHETIC_CFL_W16_TOR,,,16,CFL,,,,0.0,5.0,1.0,0.0,1.0,,
SYNTHETIC_CFL_2023_W3_TOR,,2023,3,CFL,,,,0.0,-2.0,1.0,0.0,48.0,,
SYNTHETIC_CFL_2023_W6_TOR,,2023,6,CFL,,,,,,,1.0,0.0,,
SYNTHETIC_CFL_2023_W10_TOR,,2023,10,CFL,,,0.0,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W13_TOR,,2023,13,CFL,,,0.0,,,,0.0,6.0,0.0,0.0
SYNTHETIC_CFL_2023_W14_TOR,,2023,14,CFL,,,,,,,0.0,2.0,,
SYNTHETIC_CFL_2023_W16_TOR,,2023,16,CFL,,,,0.0,16.0,1.0,0.0,14.0,,
SYNTHETIC_CFL_2023_W17_TOR,,2023,17,CFL,,,,0.0,13.0,1.0,,,,
SYNTHETIC_CFL_2023_W18_TOR,,2023,18,CFL,,,0.0,,,,0.0,41.0,0.0,0.0
SYNTHETIC_CFL_2023_W19_TOR,,2023,19,CFL,,,0.0,0.0,2.0,1.0,0.0,59.0,0.0,0.0
SYNTHETIC_CFL_2023_W20_TOR,,2023,20,CFL,,,,0.0,36.0,3.0,1.0,109.0,,
SYNTHETIC_CFL_2023_W21_TOR,,2023,21,CFL,,,,0.0,6.0,1.0,0.0,8.0,,
SYNTHETIC_CFL_2024_W1_TOR,,2024,1,CFL,,,,,,,,19.0,,
SYNTHETIC_CFL_2024_W3_TOR,,2024,3,CFL,,,,0.0,6.0,1.0,0.0,15.0,,
SYNTHETIC_CFL_2024_W4_TOR,,2024,4,CFL,,,,,,,0.0,2.0,,
SYNTHETIC_CFL_2024_W6_TOR,,2024,6,CFL,,,,0.0,1.0,2.0,0.0,29.0,,
SYNTHETIC_CFL_2024_W7_TOR,,2024,7,CFL,,,,0.0,20.0,2.0,,,,
SYNTHETIC_CFL_2024_W8_TOR,,2024,8,CFL,,,,,,,0.0,24.0,,
SYNTHETIC_CFL_2024_W10_TOR,,2024,10,CFL,,,,,,,0.0,5.0,,
SYNTHETIC_CFL_2024_W13_TOR,,2024,13,CFL,,,,,,,0.0,6.0,,
SYNTHETIC_CFL_2024_W14_TOR,,2024,14,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2024_W15_TOR,,2024,15,CFL,,,,,,,0.0,34.0,,
SYNTHETIC_CFL_2024_W16_TOR,,2024,16,CFL,,,,,,,0.0,26.0,,
SYNTHETIC_CFL_2024_W17_TOR,,2024,17,CFL,,,,,,,0.0,39.0,,
SYNTHETIC_CFL_2024_W19_TOR,,2024,19,CFL,,,,,,,0.0,4.0,,
SYNTHETIC_CFL_2024_W20_TOR,,2024,20,CFL,,,,,,,0.0,23.0,,
SYNTHETIC_CFL_2024_W21_TOR,,2024,21,CFL,,,,0.0,13.0,1.0,0.0,18.0,,
SYNTHETIC_CFL_2025_W1_OTT,,2025,1,CFL,,,,0.0,20.0,3.0,,,,
SYNTHETIC_CFL_2025_W2_OTT,,2025,2,CFL,,,,0.0,14.0,3.0,0.0,5.0,,
SYNTHETIC_CFL_2025_W3_OTT,,2025,3,CFL,,,,1.0,17.0,2.0,0.0,96.0,,
SYNTHETIC_CFL_2025_W4_OTT,,2025,4,CFL,,,,0.0,0.0,0.0,0.0,46.0,,
SYNTHETIC_CFL_2025_W5_OTT,,2025,5,CFL,,,,0.0,46.0,3.0,0.0,39.0,,
SYNTHETIC_CFL_2025_W6_OTT,,2025,6,CFL,,,,0.0,0.0,0.0,0.0,13.0,,
SYNTHETIC_CFL_2025_W7_OTT,,2025,7,CFL,,,,0.0,20.0,3.0,0.0,54.0,,
SYNTHETIC_CFL_2025_W9_OTT,,2025,9,CFL,,,,,,,0.0,8.0,,
SYNTHETIC_CFL_2025_W10_OTT,,2025,10,CFL,,,,,,,0.0,9.0,,
SYNTHETIC_CFL_2025_W11_OTT,,2025,11,CFL,,,,0.0,16.0,1.0,0.0,21.0,,
SYNTHETIC_CFL_2025_W12_OTT,,2025,12,CFL,,,,0.0,11.0,1.0,0.0,2.0,,
SYNTHETIC_CFL_2025_W14_OTT,,2025,14,CFL,,,,0.0,16.0,2.0,0.0,12.0,,
SYNTHETIC_CFL_2025_W15_OTT,,2025,15,CFL,,,,0.0,23.0,3.0,0.0,28.0,,
SYNTHETIC_CFL_2025_W16_OTT,,2025,16,CFL,,,,,7.0,2.0,,43.0,,
SYNTHETIC_CFL_2025_W19_OTT,,2025,19,CFL,,,,,,,0.0,7.0,,
SYNTHETIC_CFL_2025_W20_OTT,,2025,20,CFL,,,,1.0,34.0,4.0,0.0,2.0,,
SYNTHETIC_CFL_2025_W21_OTT,,2025,21,CFL,,,,0.0,3.0,1.0,0.0,1.0,,
