game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2014-kRQabn8MKZ,,2014,1,MLS,,,0.0,-4.0005,23.6455,7.7665,2.0,-0.9502,2.0,48.0,2366.0,0.8302,1720.0,53.4809,3.1094,0.7207,52.0,12.0,4.0005,2.9502,-1.6468,6.9506,0.7991,1.7022
soccer-mls-2015-kRQabn8MKZ,,2015,1,MLS,,,3.0,-2.1571,20.7886,5.7188,5.0,0.4027,8.0,48.0,2514.0,0.8086,1562.0,14.6926,0.9406,3.8446,58.0,17.0,5.1571,4.5973,0.4156,9.7544,0.7992,3.1292
soccer-mls-2016-kRQabn8MKZ,,2016,1,MLS,,,4.0,0.9469,24.2089,9.4672,2.0,1.247,6.0,42.0,2974.0,0.8011,2303.0,16.9204,0.7347,0.5685,14.0,4.0,3.0531,0.753,0.7911,3.8061,0.7938,0.3668
soccer-mls-2017-kRQabn8MKZ,,2017,1,MLS,,,2.0,-0.0516,21.1201,6.2911,0.0,-0.4757,2.0,29.0,3385.0,0.8728,2680.0,66.0294,2.4638,0.0,13.0,1.0,2.0516,0.4757,-0.4579,2.5274,0.8481,0.3306
soccer-mls-2018-kRQabn8MKZ,,2018,1,MLS,,,1.0,-2.4271,21.2365,6.7207,0.0,-0.544,1.0,35.0,3092.0,0.8704,2700.0,59.2608,2.1948,0.0,13.0,3.0,3.4271,0.544,-0.0245,3.9711,0.8484,0.3822
soccer-mls-2019-kRQabn8MKZ,,2019,1,MLS,,,1.0,-0.4281,20.9487,6.3359,3.0,1.2033,4.0,25.0,3016.0,0.8736,2373.0,75.7188,3.1908,0.5514,23.0,5.0,1.4281,1.7967,0.8553,3.2247,0.8417,0.9968
soccer-mls-2020-kRQabn8MKZ,,2020,1,MLS,,,0.0,-0.2349,18.4614,5.0796,0.0,-0.5699,0.0,7.0,1379.0,0.9035,1150.0,29.2372,2.5424,0.0,7.0,2.0,0.2349,0.5699,-0.3638,0.8047,0.8781,0.4731
soccer-mls-2021-kRQabn8MKZ,,2021,1,MLS,,,1.0,-1.233,19.4067,6.2134,1.0,0.045,2.0,29.0,2945.0,0.8648,2234.0,53.9213,2.4137,0.4319,18.0,4.0,2.233,0.955,0.4649,3.188,0.8407,0.4727
soccer-mls-2022-kRQabn8MKZ,,2022,1,MLS,,,3.0,1.3061,19.5404,6.7368,3.0,1.1968,6.0,26.0,3348.0,0.8571,2064.0,19.4865,0.9441,1.1831,15.0,6.0,1.6939,1.8032,0.3216,3.4971,0.8476,0.8812
soccer-mls-2023-kRQabn8MKZ,,2023,1,MLS,,,1.0,0.6728,19.2168,6.2773,1.0,0.5769,2.0,5.0,1584.0,0.8981,864.0,15.3882,1.781,0.2271,6.0,4.0,0.3272,0.4231,0.4132,0.7504,0.8803,0.5404
