game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2018-19vQ2095K6,,2018,1,MLS,,,0.0,0.0,17.1983,4.9818,0.0,,,0.0,,0.0,,0.0,50.0,0.75,48.0,1.0537,2.1952,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.728,0.0
soccer-uslc-2018-kRQaeY8QKZ,,2018,1,USLC,,,3.0,1.7494,16.2018,1.1958,2.0,,,0.8243,,5.0,,13.0,1273.0,0.7244,410.0,-10.7901,-2.6317,0.1723,,8.0,,4.0,1.2506,1.1757,,0.19,2.4263,0.7507,0.3567
soccer-uslc-2019-2vQ14GKqrA,,2019,1,USLC,,,1.0,-0.5604,18.3027,3.0502,1.0,,,0.016,,2.0,,17.0,2131.0,0.8226,1150.0,3.7531,0.3264,0.5337,,8.0,,1.0,1.5604,0.984,,-0.3456,2.5444,0.8193,0.6217
soccer-uslc-2020-NWMWgNDMlz,,2020,1,USLC,,,2.0,0.5981,20.5436,6.2601,1.0,,,0.4581,,3.0,,5.0,920.0,0.7673,404.0,13.195,3.2661,0.4965,,3.0,,2.0,1.4019,0.5419,,0.0036,1.9438,0.7347,0.3048
soccer-uslc-2021-NWMWgNDMlz,,2021,1,USLC,,,4.0,0.6229,20.2345,7.8046,2.0,0.0,0.0,0.4257,0.0,6.0,0.0,30.0,2977.0,0.7562,1530.0,13.113,0.8571,0.9547,0.0,8.0,0.0,3.0,3.3771,1.5743,0.0,0.3234,4.9514,0.7476,0.7311
soccer-uslc-2022-9vQ2ZkaQK6,,2022,1,USLC,,,0.0,-1.9071,18.0534,3.3461,2.0,,,-0.1963,,2.0,,23.0,3193.0,0.8258,1676.0,22.8332,1.3624,0.2419,,10.0,,6.0,1.9071,2.1963,,0.2824,4.1034,0.8122,0.6648
soccer-uslc-2023-0OlMlzRqLz,,2023,1,USLC,,,1.0,-0.1709,18.4199,6.9564,0.0,,,-0.099,,1.0,,7.0,684.0,0.7707,314.0,5.1446,1.6384,0.0,,1.0,,1.0,1.1709,0.099,,0.2214,1.2699,0.7543,0.071
soccer-uslc-2023-9vQ2ZkaQK6,,2023,1,USLC,,,3.0,1.6402,18.8834,3.8462,0.0,,,-0.545,,3.0,,13.0,2683.0,0.8381,1377.0,20.6167,1.4972,0.0,,5.0,,0.0,1.3598,0.545,,-0.545,1.9048,0.8231,0.4438
soccer-uslc-2024-0OlMlzRqLz,,2024,1,USLC,,,3.0,0.5052,18.5484,4.5967,0.0,,,-0.8352,,3.0,,22.0,3243.0,0.8468,1887.0,49.5635,2.6266,0.0,,4.0,,2.0,2.4948,0.8352,,0.1055,3.33,0.8206,0.7354
soccer-uslc-2025-0OlMlzRqLz,,2025,1,USLC,,,0.0,-0.7649,17.8068,2.5601,0.0,,,0.0,,0.0,,5.0,675.0,0.8502,307.0,4.2613,1.388,0.0,,0.0,,0.0,0.7649,0.0,,0.0,0.7649,0.8363,0.0
soccer-usl1-2026-e7Mz0LJqr0,,2026,1,USL1,,,0.0,0.0,18.3091,0.724,0.0,,,0.0,,0.0,,0.0,49.0,0.9167,12.0,0.1773,1.4775,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.9019,0.0
