game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,17.0,,,10.0,18.0,,2.0,,35.0,,,,,
NLL_2021_SEASON_TOTAL,,,1,,,,42.0,,,18.0,21.0,,2.0,,63.0,,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,48.0,,,18.0,24.0,,8.0,,72.0,8.0,4.0,1.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,57.0,,,18.0,33.0,,4.0,,90.0,15.0,7.0,2.0,,
703347730,2025-12-06,2025,1,NLL,CALGARY,SASKATCHEWAN,4.0,4.0,4.0,,2.0,4.0,,4.0,,,,,4.0,4.0
