game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505180CON,2025-05-18,2025,1,WNBA,WAS,CON,1.0,,2.0,,2.0,,0.167,6.0,1.0,5.0,0.5,2.0,1.0,16.816666666666666,2.0,-8.0,3.0,4.0,,3.0
WNBA_202505200CON,2025-05-20,2025,1,WNBA,LVA,CON,1.0,,1.0,,,,0.667,3.0,2.0,3.0,,,,11.766666666666667,3.0,-4.0,4.0,4.0,,
WNBA_202505230MIN,2025-05-23,2025,1,WNBA,CON,MIN,2.0,1.0,6.0,0.4,5.0,2.0,0.625,8.0,5.0,3.0,,,,20.533333333333335,,10.0,12.0,6.0,2.0,2.0
WNBA_202505250ATL,2025-05-25,2025,1,WNBA,CON,ATL,,,,,,,,,,,,,,7.916666666666667,,-1.0,,,,
WNBA_202505270CON,2025-05-27,2025,1,WNBA,DAL,CON,2.0,,1.0,,1.0,,,3.0,,2.0,1.0,3.0,3.0,16.766666666666666,3.0,-11.0,3.0,4.0,1.0,1.0
WNBA_202505300IND,2025-05-30,2025,1,WNBA,CON,IND,,,1.0,,,,1.0,4.0,4.0,3.0,1.0,1.0,1.0,17.9,1.0,4.0,9.0,2.0,2.0,3.0
WNBA_202506010NYL,2025-06-01,2025,1,WNBA,CON,NYL,3.0,,4.0,,2.0,,0.25,4.0,1.0,1.0,,,,22.716666666666665,1.0,-13.0,2.0,5.0,1.0,3.0
WNBA_202506060CON,2025-06-06,2025,1,WNBA,ATL,CON,,,2.0,,,,,,,,,,,15.766666666666667,2.0,-13.0,,4.0,,1.0
WNBA_202506080WAS,2025-06-08,2025,1,WNBA,CON,WAS,,,,,1.0,,,1.0,,,,,,14.183333333333334,,-28.0,,,1.0,
WNBA_202506170IND,2025-06-17,2025,1,WNBA,CON,IND,1.0,1.0,1.0,,3.0,,0.25,4.0,1.0,2.0,1.0,2.0,2.0,24.866666666666667,,4.0,4.0,1.0,1.0,2.0
WNBA_202506180CON,2025-06-18,2025,1,WNBA,PHO,CON,2.0,,3.0,,2.0,,0.2,5.0,1.0,,,,,12.216666666666667,1.0,1.0,2.0,4.0,,
WNBA_202506200CON,2025-06-20,2025,1,WNBA,DAL,CON,1.0,1.0,3.0,,1.0,,0.333,3.0,1.0,2.0,,,,11.666666666666666,1.0,-6.0,2.0,4.0,,
WNBA_202506220GSV,2025-06-22,2025,1,WNBA,CON,GSV,1.0,,4.0,,,,0.25,4.0,1.0,3.0,,,,13.966666666666667,,-22.0,2.0,4.0,,
WNBA_202506250LVA,2025-06-25,2025,1,WNBA,CON,LVA,,,4.0,,2.0,,,6.0,,3.0,0.5,2.0,1.0,22.183333333333334,2.0,-8.0,1.0,6.0,1.0,
WNBA_202506270SEA,2025-06-27,2025,1,WNBA,CON,SEA,1.0,,,,1.0,,,1.0,,,,,,8.616666666666667,,9.0,,,,
WNBA_202506290MIN,2025-06-29,2025,1,WNBA,CON,MIN,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,,17.65,1.0,1.0,5.0,2.0,,1.0
WNBA_202507060CON,2025-07-06,2025,1,WNBA,LVA,CON,,,,0.5,2.0,1.0,0.333,3.0,1.0,1.0,,,,12.9,,-5.0,3.0,,,
