game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-825-1-2,2026-02-11,2026,1,WCF-WORLD,Czechia,United States of America,0.0,1.0,1.0,7.0,8.0
curling-wcf-world-2026-825-2-2,2026-02-12,2026,1,WCF-WORLD,United States of America,Switzerland,1.0,1.0,0.0,8.0,3.0
curling-wcf-world-2026-825-5-2,2026-02-14,2026,1,WCF-WORLD,Germany,United States of America,0.0,1.0,1.0,6.0,8.0
curling-wcf-world-2026-825-6-1,2026-02-15,2026,1,WCF-WORLD,United States of America,Sweden,0.0,1.0,1.0,5.0,8.0
curling-wcf-world-2026-825-7-2,2026-02-15,2026,1,WCF-WORLD,Norway,United States of America,0.0,1.0,1.0,8.0,10.0
curling-wcf-world-2026-833-10-3,2026-03-30,2026,1,WCF-WORLD,Japan,United States of America,0.0,1.0,1.0,2.0,9.0
curling-wcf-world-2026-833-13-1,2026-03-31,2026,1,WCF-WORLD,United States of America,China,0.0,1.0,1.0,5.0,6.0
curling-wcf-world-2026-833-20-1,2026-04-02,2026,1,WCF-WORLD,Switzerland,United States of America,1.0,1.0,0.0,9.0,5.0
curling-wcf-world-2026-833-5-3,2026-03-28,2026,1,WCF-WORLD,United States of America,Scotland,1.0,1.0,0.0,6.0,4.0
curling-wcf-world-2026-833-7-2,2026-03-29,2026,1,WCF-WORLD,Canada,United States of America,0.0,1.0,1.0,3.0,9.0
curling-wcf-world-2026-833-8-3,2026-03-29,2026,1,WCF-WORLD,United States of America,Sweden,1.0,1.0,0.0,5.0,3.0
