game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-odi-2003-08-03-64831,2003-08-03,2003,1,ODI,Bangladesh,Australia,52.0,1.0,0.0,2.0,11.0,0.0,,1.0
cricket-odi-2003-08-06-64832,2003-08-06,2003,1,ODI,Australia,Bangladesh,55.0,1.0,0.0,2.0,16.0,0.0,,1.0
cricket-tests-2003-07-18-64036,2003-07-18,2003,1,TESTS,Bangladesh,Australia,48.0,1.0,0.0,2.0,10.0,0.0,2.0,1.0
cricket-tests-2003-09-03-64045,2003-09-03,2003,1,TESTS,Bangladesh,Pakistan,137.0,8.0,0.0,2.0,54.0,0.0,,1.0
cricket-tests-2003-10-21-64052,2003-10-21,2003,1,TESTS,Bangladesh,England,103.0,2.0,0.0,2.0,30.0,0.0,,1.0
cricket-tests-2003-10-29-64053,2003-10-29,2003,1,TESTS,England,Bangladesh,56.0,3.0,0.0,2.0,20.0,0.0,,1.0
cricket-odi-2004-07-17-65708,2004-07-17,2004,1,ODI,Pakistan,Bangladesh,87.0,7.0,0.0,1.0,62.0,0.0,,1.0
cricket-odi-2004-09-15-66203,2004-09-15,2004,1,ODI,West Indies,Bangladesh,7.0,0.0,0.0,1.0,2.0,0.0,,1.0
cricket-odi-2004-11-02-64907,2004-11-02,2004,1,ODI,New Zealand,Bangladesh,12.0,0.0,0.0,3.0,3.0,0.0,,1.0
cricket-tests-2004-10-26-64104,2004-10-26,2004,1,TESTS,New Zealand,Bangladesh,163.0,5.0,0.0,2.0,59.0,0.0,,1.0
cricket-tests-2004-12-10-64111,2004-12-10,2004,1,TESTS,Bangladesh,India,15.0,2.0,0.0,1.0,8.0,0.0,,1.0
cricket-odi-2005-06-16-211244,2005-06-16,2005,1,ODI,Bangladesh,England,19.0,2.0,0.0,1.0,13.0,0.0,,1.0
cricket-odi-2005-06-18-211364,2005-06-18,2005,1,ODI,Australia,Bangladesh,51.0,3.0,0.0,1.0,19.0,0.0,,1.0
cricket-odi-2005-06-25-211824,2005-06-25,2005,1,ODI,Bangladesh,Australia,20.0,0.0,0.0,1.0,3.0,0.0,,1.0
cricket-odi-2005-06-26-211860,2005-06-26,2005,1,ODI,Bangladesh,England,150.0,5.0,0.0,1.0,81.0,0.0,,1.0
cricket-odi-2005-06-30-212253,2005-06-30,2005,1,ODI,Bangladesh,Australia,10.0,0.0,0.0,1.0,0.0,0.0,,1.0
cricket-odi-2005-08-31-217647,2005-08-31,2005,1,ODI,Sri Lanka,Bangladesh,16.0,3.0,0.0,1.0,14.0,0.0,1.0,1.0
cricket-tests-2005-06-03-210366,2005-06-03,2005,1,TESTS,Bangladesh,England,191.0,17.0,0.0,1.0,108.0,0.0,,1.0
cricket-tests-2005-09-12-218813,2005-09-12,2005,1,TESTS,Bangladesh,Sri Lanka,54.0,6.0,0.0,1.0,39.0,0.0,,1.0
cricket-tests-2005-09-20-219612,2005-09-20,2005,1,TESTS,Sri Lanka,Bangladesh,52.0,3.0,0.0,1.0,27.0,0.0,,1.0
cricket-odi-2006-02-22-238169,2006-02-22,2006,1,ODI,Bangladesh,Sri Lanka,66.0,8.0,0.0,1.0,40.0,0.0,,1.0
cricket-odi-2006-02-25-238170,2006-02-25,2006,1,ODI,Bangladesh,Sri Lanka,42.0,5.0,0.0,1.0,24.0,0.0,,1.0
cricket-odi-2006-04-26-238174,2006-04-26,2006,1,ODI,Bangladesh,Australia,56.0,5.0,0.0,2.0,34.0,0.0,,1.0
cricket-tests-2006-02-28-238167,2006-02-28,2006,1,TESTS,Bangladesh,Sri Lanka,63.0,6.0,0.0,1.0,35.0,0.0,1.0,1.0
cricket-tests-2006-03-08-238168,2006-03-08,2006,1,TESTS,Bangladesh,Sri Lanka,111.0,7.0,0.0,1.0,48.0,0.0,,1.0
cricket-tests-2006-04-09-238171,2006-04-09,2006,1,TESTS,Bangladesh,Australia,61.0,8.0,0.0,1.0,45.0,0.0,,1.0
cricket-odi-2007-04-02-247487,2007-04-02,2007,1,ODI,Bangladesh,New Zealand,51.0,3.0,0.0,1.0,22.0,0.0,,1.0
cricket-odi-2007-04-07-247490,2007-04-07,2007,1,ODI,Bangladesh,South Africa,41.0,2.0,0.0,1.0,17.0,0.0,,1.0
cricket-odi-2007-04-19-247502,2007-04-19,2007,1,ODI,West Indies,Bangladesh,49.0,1.0,0.0,1.0,16.0,0.0,1.0,1.0
cricket-odi-2007-05-10-282688,2007-05-10,2007,1,ODI,Bangladesh,India,117.0,7.0,0.0,1.0,80.0,2.0,,1.0
cricket-odi-2007-05-12-282689,2007-05-12,2007,1,ODI,Bangladesh,India,33.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0
cricket-odi-2007-07-25-293483,2007-07-25,2007,1,ODI,Sri Lanka,Bangladesh,4.0,0.0,0.0,1.0,0.0,0.0,,1.0
cricket-tests-2007-05-18-282691,2007-05-18,2007,1,TESTS,India,Bangladesh,98.0,9.0,0.0,1.0,59.0,1.0,1.0,1.0
cricket-tests-2007-05-25-282692,2007-05-25,2007,1,TESTS,India,Bangladesh,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
cricket-tests-2007-06-25-293478,2007-06-25,2007,1,TESTS,Bangladesh,Sri Lanka,140.0,11.0,0.0,1.0,70.0,0.0,,1.0
