game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-t20i-2023-09-03-1394923,2023-09-03,2023,1,T20I,Mozambique,Sierra Leone,9.0,0.0,0.0,6.0,5.0,0.0,1.0
cricket-t20i-2023-09-05-1394925,2023-09-05,2023,1,T20I,Cameroon,Mozambique,20.0,3.0,0.0,5.0,21.0,0.0,1.0
cricket-t20i-2024-04-22-1429623,2024-04-22,2024,1,T20I,Mozambique,Rwanda,13.0,1.0,0.0,4.0,9.0,0.0,1.0
cricket-t20i-2024-04-22-1429625,2024-04-22,2024,1,T20I,Mozambique,Botswana,31.0,0.0,0.0,4.0,20.0,0.0,1.0
cricket-t20i-2024-04-23-1429627,2024-04-23,2024,1,T20I,Mozambique,Lesotho,16.0,1.0,0.0,4.0,10.0,0.0,1.0
cricket-t20i-2024-04-23-1429628,2024-04-23,2024,1,T20I,Mozambique,Botswana,4.0,0.0,0.0,2.0,2.0,0.0,1.0
cricket-t20i-2024-04-25-1429630,2024-04-25,2024,1,T20I,Mozambique,Rwanda,5.0,0.0,0.0,2.0,0.0,0.0,1.0
cricket-t20i-2024-04-26-1429634,2024-04-26,2024,1,T20I,Mozambique,Lesotho,15.0,0.0,0.0,3.0,6.0,0.0,1.0
cricket-t20i-2025-04-26-1477663,2025-04-26,2025,1,T20I,Mozambique,Sierra Leone,7.0,0.0,0.0,11.0,1.0,0.0,1.0
cricket-t20i-2025-04-26-1477665,2025-04-26,2025,1,T20I,Botswana,Mozambique,7.0,0.0,0.0,4.0,3.0,0.0,1.0
