game_id,date,season,week,league,away,home,ret_dwn,ret_fc,ret_in20,ret_lg,ret_net,ret_num,ret_ob,ret_ret,ret_ryds,ret_tb,ret_yds,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
FOOTBALL_CFL_2017_10_13_CGY@HAM,2017-10-13,2017,1,CFL,CGY,HAM,,,,51.0,,7.0,,7.0,94.0,,321.0,7.0,2.0,2.0,27.0,7.0,1.0,1.0
FOOTBALL_CFL_2017_10_22_HAM@MTL,2017-10-22,2017,1,CFL,HAM,MTL,,,,46.0,,5.0,,4.0,26.0,,205.0,19.0,5.0,5.0,48.0,19.0,4.0,4.0
FOOTBALL_CFL_2017_10_27_HAM@OTT,2017-10-27,2017,1,CFL,HAM,OTT,,,,65.0,,7.0,,7.0,169.0,,306.0,10.0,3.0,2.0,43.0,10.0,4.0,4.0
FOOTBALL_CFL_2017_11_3_MTL@HAM,2017-11-03,2017,1,CFL,MTL,HAM,,,,63.0,,6.0,,5.0,57.0,,261.0,9.0,2.0,2.0,39.0,9.0,4.0,3.0
FOOTBALL_CFL_2017_8_10_WAS@BAL,2017-08-10,2017,1,CFL,WAS,BAL,,,1.0,57.0,40.7,3.0,1.0,2.0,20.0,1.0,142.0,,,,,,,
FOOTBALL_CFL_2017_8_17_BAL@MIA,2017-08-17,2017,1,CFL,BAL,MIA,,,,39.0,39.0,1.0,,1.0,27.0,1.0,39.0,,,,,,,
FOOTBALL_CFL_2017_8_26_BUF@BAL,2017-08-26,2017,1,CFL,BUF,BAL,,,,65.0,,2.0,,2.0,27.0,,129.0,4.0,1.0,1.0,40.0,4.0,1.0,1.0
FOOTBALL_CFL_2017_8_31_BAL@NO,2017-08-31,2017,1,CFL,BAL,NO,1.0,1.0,4.0,62.0,40.6,9.0,1.0,6.0,47.0,1.0,412.0,2.0,1.0,,,2.0,2.0,2.0
