game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452440,,,1,,,,5.0,0.0,0.0,2.0,1.0,5.0,1.0
2660091,,,1,,,,6.0,2.0,0.0,1.0,0.0,6.0,0.0
2457579,,,2,,,,8.0,3.0,2.0,4.0,1.0,7.0,3.0
2559388,,,2,,,,6.0,1.0,0.0,1.0,1.0,5.0,1.0
2463130,,,3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559394,,,3,,,,3.0,0.0,0.0,3.0,1.0,6.0,1.0
2463416,,,4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559403,,,4,,,,5.0,1.0,0.0,1.0,1.0,4.0,0.0
2463421,,,5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559410,,,5,,,,8.0,3.0,0.0,2.0,1.0,6.0,0.0
2464828,,,6,,,,1.0,1.0,0.0,0.0,1.0,6.0,1.0
2559380,,,6,,,,15.0,6.0,0.0,3.0,3.0,27.0,3.0
2559418,,,6,,,,8.0,3.0,0.0,2.0,2.0,5.0,0.0
