game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W1_MTL,,,1,CFL,,,,0.0,16.0,3.0,0.0,98.0,,
SYNTHETIC_CFL_W2_MTL,,,2,CFL,,,,0.0,18.0,2.0,0.0,29.0,,
SYNTHETIC_CFL_W3_MTL,,,3,CFL,,,,0.0,10.0,3.0,0.0,45.0,,
SYNTHETIC_CFL_W4_MTL,,,4,CFL,,,,,,,0.0,35.0,,
SYNTHETIC_CFL_W6_MTL,,,6,CFL,,,,0.0,11.0,1.0,0.0,11.0,,
SYNTHETIC_CFL_W7_MTL,,,7,CFL,,,,0.0,0.0,0.0,0.0,79.0,,
SYNTHETIC_CFL_W8_MTL,,,8,CFL,,,,0.0,49.0,5.0,0.0,22.0,,
SYNTHETIC_CFL_W9_MTL,,,9,CFL,,,,0.0,1.0,1.0,0.0,45.0,,
SYNTHETIC_CFL_W10_MTL,,,10,CFL,,,,0.0,30.0,3.0,0.0,23.0,,
SYNTHETIC_CFL_W11_MTL,,,11,CFL,,,,,,,0.0,3.0,,
SYNTHETIC_CFL_W13_MTL,,,13,CFL,,,,0.0,0.0,0.0,0.0,56.0,,
SYNTHETIC_CFL_W14_MTL,,,14,CFL,,,,0.0,4.0,2.0,0.0,41.0,,
SYNTHETIC_CFL_W16_MTL,,,16,CFL,,,,0.0,6.0,2.0,0.0,31.0,,
SYNTHETIC_CFL_W17_MTL,,,17,CFL,,,,0.0,0.0,0.0,0.0,23.0,,
SYNTHETIC_CFL_W19_MTL,,,19,CFL,,,,0.0,20.0,2.0,,,,
SYNTHETIC_CFL_W20_MTL,,,20,CFL,,,,0.0,6.0,1.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W1_MTL,,2023,1,CFL,,,,,,,0.0,6.0,,
SYNTHETIC_CFL_2023_W3_MTL,,2023,3,CFL,,,,,,,0.0,4.0,,
SYNTHETIC_CFL_2023_W5_MTL,,2023,5,CFL,,,,0.0,0.0,1.0,,,,
SYNTHETIC_CFL_2023_W6_MTL,,2023,6,CFL,,,,0.0,8.0,1.0,0.0,12.0,,
SYNTHETIC_CFL_2023_W8_MTL,,2023,8,CFL,,,,0.0,4.0,1.0,0.0,6.0,,
SYNTHETIC_CFL_2023_W9_MTL,,2023,9,CFL,,,,0.0,5.0,1.0,0.0,2.0,,
SYNTHETIC_CFL_2023_W10_MTL,,2023,10,CFL,,,,,,,1.0,47.0,,
SYNTHETIC_CFL_2023_W11_MTL,,2023,11,CFL,,,0.0,,,,0.0,3.0,0.0,1.0
SYNTHETIC_CFL_2023_W12_MTL,,2023,12,CFL,,,0.0,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W13_MTL,,2023,13,CFL,,,,0.0,11.0,1.0,0.0,58.0,,
SYNTHETIC_CFL_2023_W14_MTL,,2023,14,CFL,,,,0.0,6.0,1.0,,,,
SYNTHETIC_CFL_2023_W15_MTL,,2023,15,CFL,,,,,,,0.0,17.0,,
SYNTHETIC_CFL_2023_W16_MTL,,2023,16,CFL,,,,0.0,4.0,1.0,0.0,7.0,,
SYNTHETIC_CFL_2023_W17_MTL,,2023,17,CFL,,,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0
SYNTHETIC_CFL_2023_W18_MTL,,2023,18,CFL,,,,,,,0.0,35.0,,
SYNTHETIC_CFL_2023_W19_MTL,,2023,19,CFL,,,,0.0,19.0,2.0,0.0,4.0,,
SYNTHETIC_CFL_2023_W21_MTL,,2023,21,CFL,,,0.0,0.0,18.0,1.0,0.0,18.0,0.0,0.0
SYNTHETIC_CFL_2024_W2_MTL,,2024,2,CFL,,,,,,,0.0,4.0,,
SYNTHETIC_CFL_2024_W4_MTL,,2024,4,CFL,,,,0.0,0.0,1.0,,,,
SYNTHETIC_CFL_2024_W5_MTL,,2024,5,CFL,,,,0.0,0.0,0.0,0.0,-2.0,,
SYNTHETIC_CFL_2024_W6_MTL,,2024,6,CFL,,,,,,,0.0,2.0,,
SYNTHETIC_CFL_2024_W8_MTL,,2024,8,CFL,,,,0.0,5.0,1.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W9_MTL,,2024,9,CFL,,,,0.0,0.0,1.0,0.0,5.0,,
SYNTHETIC_CFL_2024_W10_MTL,,2024,10,CFL,,,,0.0,7.0,1.0,,,,
SYNTHETIC_CFL_2024_W11_MTL,,2024,11,CFL,,,,,,,0.0,0.0,,
SYNTHETIC_CFL_2024_W12_MTL,,2024,12,CFL,,,,0.0,9.0,1.0,,,,
SYNTHETIC_CFL_2024_W16_MTL,,2024,16,CFL,,,,,,,0.0,11.0,,
SYNTHETIC_CFL_2024_W19_MTL,,2024,19,CFL,,,,,,,0.0,2.0,,
SYNTHETIC_CFL_2024_W20_MTL,,2024,20,CFL,,,,,,,0.0,71.0,,
SYNTHETIC_CFL_2025_W1_CGY,,2025,1,CFL,,,,,,,0.0,30.0,,
SYNTHETIC_CFL_2025_W9_CGY,,2025,9,CFL,,,,,,,0.0,0.0,,
SYNTHETIC_CFL_2025_W12_CGY,,2025,12,CFL,,,,,,,0.0,15.0,,
SYNTHETIC_CFL_2025_W14_CGY,,2025,14,CFL,,,,,,,0.0,7.0,,
SYNTHETIC_CFL_2025_W16_CGY,,2025,16,CFL,,,,,,,0.0,4.0,,
