game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2024-04-20-1427420,2024-04-20,2024,1,T20I,Gibraltar,Estonia,7.0,1.0,0.0,3.0,11.0,0.0,24.0,0.0,3.0,35.0,2.0,8.0,,1.0
cricket-t20i-2024-04-21-1427421,2024-04-21,2024,1,T20I,Gibraltar,Estonia,3.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,1.0,32.0,0.0,4.0,,1.0
cricket-t20i-2024-04-21-1427422,2024-04-21,2024,1,T20I,Gibraltar,Estonia,1.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,2.0,26.0,1.0,11.0,,1.0
cricket-t20i-2024-06-17-1438097,2024-06-17,2024,1,T20I,Estonia,Cyprus,7.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,19.0,0.0,8.0,2.0,1.0
cricket-t20i-2024-06-18-1438099,2024-06-18,2024,1,T20I,Cyprus,Estonia,2.0,0.0,0.0,6.0,1.0,0.0,24.0,0.0,2.0,25.0,1.0,9.0,1.0,1.0
cricket-t20i-2024-06-19-1438101,2024-06-19,2024,1,T20I,Cyprus,Estonia,5.0,0.0,0.0,7.0,3.0,0.0,24.0,0.0,2.0,36.0,1.0,13.0,,1.0
cricket-t20i-2024-08-10-1445491,2024-08-10,2024,1,T20I,Norway,Estonia,8.0,0.0,0.0,9.0,3.0,0.0,24.0,0.0,3.0,28.0,1.0,11.0,,1.0
cricket-t20i-2024-08-11-1445493,2024-08-11,2024,1,T20I,Estonia,Denmark,1.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,1.0,15.0,0.0,3.0,,1.0
cricket-t20i-2025-05-15-1477676,2025-05-15,2025,1,T20I,Bulgaria,Estonia,32.0,5.0,0.0,3.0,39.0,0.0,24.0,0.0,0.0,14.0,3.0,8.0,,1.0
cricket-t20i-2025-05-15-1477677,2025-05-15,2025,1,T20I,Bulgaria,Estonia,13.0,2.0,0.0,3.0,12.0,0.0,24.0,0.0,0.0,13.0,5.0,7.0,,1.0
cricket-t20i-2025-07-19-1494577,2025-07-19,2025,1,T20I,Estonia,Finland,8.0,1.0,0.0,4.0,9.0,0.0,12.0,0.0,0.0,7.0,0.0,2.0,,1.0
cricket-t20i-2025-07-19-1494579,2025-07-19,2025,1,T20I,Switzerland,Estonia,29.0,0.0,0.0,4.0,19.0,0.0,21.0,0.0,1.0,31.0,1.0,4.0,,1.0
cricket-t20i-2025-07-20-1494580,2025-07-20,2025,1,T20I,Estonia,Finland,17.0,2.0,0.0,4.0,20.0,0.0,18.0,0.0,0.0,13.0,1.0,4.0,,1.0
cricket-t20i-2025-09-06-1499781,2025-09-06,2025,1,T20I,Czech Republic,Estonia,27.0,0.0,0.0,5.0,13.0,0.0,18.0,0.0,2.0,18.0,1.0,1.0,,1.0
cricket-t20i-2025-09-06-1499782,2025-09-06,2025,1,T20I,Estonia,Czech Republic,20.0,0.0,0.0,5.0,11.0,0.0,,,,,,,,1.0
cricket-t20i-2025-09-07-1499783,2025-09-07,2025,1,T20I,Czech Republic,Estonia,,,,,,,12.0,0.0,0.0,10.0,2.0,8.0,,1.0
