game_id,date,season,week,league,away,home,conversions,receiving_tds,receiving_yards,receptions
7,2024-04-07,2024,2,UFL,PANTHERS,STALLIONS,1.0,,,
21,2024-05-04,2024,6,UFL,SHOWBOATS,STALLIONS,,1.0,108.0,4.0
26,2024-05-11,2024,7,UFL,STALLIONS,BATTLEHAWKS,,1.0,59.0,3.0
30,2024-05-18,2024,8,UFL,STALLIONS,ROUGHNECKS,,0.0,20.0,2.0
34,2024-05-25,2024,9,UFL,BRAHMAS,STALLIONS,,0.0,0.0,0.0
37,2024-06-01,2024,10,UFL,STALLIONS,PANTHERS,,0.0,27.0,2.0
43,2024-06-16,2024,12,UFL,BRAHMAS,STALLIONS,,0.0,0.0,0.0
