game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_BREEZE,,2022,1,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W2_BREEZE,,2022,2,AUDL,,,1.0,1.0,,,0.0,1.0,,,0.0,58.0,93.0
SYNTHETIC_AUDL_2022_W3_BREEZE,,2022,3,AUDL,,,2.0,0.0,,,0.0,2.0,,,1.0,161.0,145.0
2022-06-18-TOR-DC,2022-06-18,2022,4,,TOR,DC,1.0,0.0,,,0.0,5.0,,,0.0,207.0,151.0
2022-07-02-DC-PHI,2022-07-02,2022,6,,DC,PHI,2.0,0.0,,,0.0,5.0,,,0.0,306.0,39.0
2022-07-08-PHI-DC,2022-07-08,2022,7,AUDL,phoenix,breeze,2.0,0.0,,,0.0,3.0,,,0.0,120.0,75.0
2022-07-15-DC-MTL,2022-07-15,2022,8,AUDL,breeze,royal,2.0,1.0,,,0.0,2.0,,,1.0,189.0,38.0
2022-07-16-DC-OTT,2022-07-16,2022,8,AUDL,breeze,outlaws,1.0,0.0,,,0.0,5.0,,,2.0,321.0,49.0
2022-07-23-DC-BOS,2022-07-23,2022,9,AUDL,breeze,glory,2.0,1.0,,,0.0,4.0,,,1.0,251.0,165.0
2022-07-29-OTT-DC,2022-07-29,2022,10,AUDL,outlaws,breeze,0.0,0.0,,,0.0,3.0,,,0.0,163.0,59.0
2023-04-29-DC-CAR,2023-04-29,2023,1,AUDL,DC BREEZE,CAROLINA FLYERS,2.0,2.0,33.0,30.0,,3.0,6.0,30.0,,301.0,49.0
2023-05-07-PHI-DC,2023-05-07,2023,2,AUDL,PHILADELPHIA PHOENIX,DC BREEZE,2.0,,23.0,20.0,,2.0,3.0,21.0,1.0,255.0,7.0
2023-05-13-NY-DC,2023-05-13,2023,3,AUDL,NEW YORK EMPIRE,DC BREEZE,4.0,,30.0,27.0,,2.0,4.0,28.0,1.0,311.0,68.0
2023-06-02-CAR-DC,2023-06-02,2023,6,AUDL,CAROLINA FLYERS,DC BREEZE,2.0,,27.0,25.0,,1.0,2.0,26.0,1.0,295.0,149.0
2023-06-16-MTL-DC,2023-06-16,2023,8,AUDL,MONTREAL ROYAL,DC BREEZE,,,14.0,9.0,,3.0,2.0,11.0,2.0,159.0,13.0
2023-06-23-DC-MTL,2023-06-23,2023,9,AUDL,DC BREEZE,MONTREAL ROYAL,1.0,,29.0,23.0,,4.0,4.0,25.0,,165.0,155.0
2023-06-24-DC-BOS,2023-06-24,2023,9,AUDL,DC BREEZE,BOSTON GLORY,,,,,,,,,2.0,,
2023-06-30-DC-NY,2023-06-30,2023,10,AUDL,DC BREEZE,NEW YORK EMPIRE,,,17.0,14.0,,1.0,1.0,16.0,2.0,178.0,59.0
2023-07-08-BOS-DC,2023-07-08,2023,11,AUDL,BOSTON GLORY,DC BREEZE,,,28.0,23.0,,5.0,3.0,23.0,,303.0,104.0
2023-07-15-DC-PHI,2023-07-15,2023,12,AUDL,DC BREEZE,PHILADELPHIA PHOENIX,1.0,,26.0,23.0,,2.0,3.0,24.0,1.0,192.0,114.0
2025-04-26-PHI-DC,2025-04-26,2025,1,UFA,phoenix,breeze,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-03-TOR-DC,2025-05-03,2025,2,UFA,rush,breeze,4.0,0.0,,,0.0,2.0,,,1.0,271.0,77.0
2025-05-10-DC-CAR,2025-05-10,2025,3,UFA,breeze,flyers,3.0,0.0,,,0.0,3.0,,,0.0,307.0,125.0
2025-05-18-BOS-DC,2025-05-18,2025,4,UFA,glory,breeze,0.0,0.0,,,1.0,2.0,,,0.0,81.0,-2.0
2025-05-30-DC-TOR,2025-05-30,2025,6,UFA,breeze,rush,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-05-31-DC-MTL,2025-05-31,2025,6,UFA,breeze,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-06-NY-DC,2025-06-06,2025,7,UFA,empire,breeze,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-14-DC-NY,2025-06-14,2025,8,UFA,breeze,empire,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-06-27-MTL-DC,2025-06-27,2025,10,UFA,royal,breeze,1.0,0.0,,,0.0,5.0,,,2.0,220.0,88.0
2025-07-06-DC-BOS,2025-07-06,2025,11,UFA,breeze,glory,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2025-07-12-BOS-DC,2025-07-12,2025,12,UFA,glory,breeze,1.0,0.0,,,1.0,3.0,,,0.0,155.0,12.0
2025-07-19-DC-PHI,2025-07-19,2025,13,UFA,breeze,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-04-25-DC-BOS,2026-04-25,2026,1,UFA,breeze,glory,3.0,1.0,,,1.0,1.0,,,0.0,309.0,83.0
2026-05-03-MTL-DC,2026-05-03,2026,2,UFA,royal,breeze,3.0,1.0,,,0.0,1.0,,,1.0,283.0,87.0
2026-05-10-DC-NY,2026-05-10,2026,3,UFA,breeze,empire,4.0,0.0,,,0.0,3.0,,,1.0,381.0,65.0
