game_id,date,season,week,league,away,home,1pt_conversion,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
FOOTBALL_XFL_2023_2_19_STL@SA,2023-02-19,2023,1,XFL,STL,SA,,,1.0,1.0,1.0,207.0,,10.0
FOOTBALL_XFL_2023_2_26_SA@ORL,2023-02-26,2023,2,XFL,SA,ORL,,,,,3.0,165.0,,23.0
SYNTHETIC_XFL_2023_W2_BRAHMAS,,2023,2,XFL,,,2.0,0.0,,,,,,
FOOTBALL_XFL_2023_3_5_SA@HOU,2023-03-05,2023,3,XFL,SA,HOU,,,1.0,,1.0,64.0,,27.0
SYNTHETIC_XFL_2023_W3_BRAHMAS,,2023,3,XFL,,,1.0,0.0,,,,,,
FOOTBALL_XFL_2023_3_11_SA@SEA,2023-03-11,2023,4,XFL,SA,SEA,,,,,,189.0,,9.0
FOOTBALL_XFL_2023_3_19_ARL@SA,2023-03-19,2023,5,XFL,ARL,SA,,,2.0,,,42.0,,16.0
FOOTBALL_XFL_2023_4_9_HOU@SA,2023-04-09,2023,8,XFL,HOU,SA,,,2.0,,,190.0,,14.0
SYNTHETIC_XFL_2023_W8_BRAHMAS,,2023,8,XFL,,,0.0,0.0,,,,,,
FOOTBALL_XFL_2023_4_15_ORL@SA,2023-04-15,2023,9,XFL,ORL,SA,,,,,1.0,302.0,,6.0
SYNTHETIC_XFL_2023_W9_BRAHMAS,,2023,9,XFL,,,0.0,0.0,,,,,,
FOOTBALL_XFL_2023_4_22_DC@SA,2023-04-22,2023,10,XFL,DC,SA,,,,,,312.0,,3.0
SYNTHETIC_XFL_2023_W10_BRAHMAS,,2023,10,XFL,,,0.0,2.0,,,,,,
SYNTHETIC_CFL_2024_W21_SSK,,2024,21,CFL,,,,,0.0,,1.0,100.0,0.0,14.0
SYNTHETIC_CFL_2025_W19_SSK,,2025,19,CFL,,,,,,,,,0.0,4.0
SYNTHETIC_CFL_2025_W20_SSK,,2025,20,CFL,,,,,0.0,,0.0,38.0,1.0,12.0
SYNTHETIC_CFL_2025_W21_SSK,,2025,21,CFL,,,,,,,,,2.0,24.0
