game_id,date,season,week,league,away,home,blocked_punt,dst_touchdown,fumble_recoveries,interceptions_made,points_against,sacks
90,2026-03-29,2026,1,UFL,COLUMBUS AVIATORS,ORLANDO STORM,,,1.0,0.0,16.0,3.0
92,2026-04-04,2026,2,UFL,LOUISVILLE KINGS,ORLANDO STORM,,,,1.0,9.0,2.0
95,2026-04-10,2026,3,UFL,ORLANDO STORM,LOUISVILLE KINGS,,,,0.0,27.0,1.0
102,2026-04-18,2026,4,UFL,ORLANDO STORM,BIRMINGHAM STALLIONS,,,,0.0,0.0,2.0
104,2026-04-25,2026,5,UFL,ST. LOUIS BATTLEHAWKS,ORLANDO STORM,1.0,,,2.0,25.0,3.0
110,2026-05-03,2026,6,UFL,BIRMINGHAM STALLIONS,ORLANDO STORM,,,,0.0,20.0,1.0
114,2026-05-10,2026,7,UFL,ORLANDO STORM,HOUSTON GAMBLERS,,1.0,1.0,1.0,23.0,0.0
115,2026-05-15,2026,8,UFL,ORLANDO STORM,DALLAS RENEGADES,,,,1.0,24.0,2.0
119,2026-05-22,2026,9,UFL,DC DEFENDERS,ORLANDO STORM,,,1.0,0.0,19.0,3.0
