game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-826-11-1,2026-02-18,2026,1,WCF-WORLD,Canada,Italy,1.0,1.0,0.0,8.0,7.0
curling-wcf-world-2026-826-2-2,2026-02-12,2026,1,WCF-WORLD,Italy,Korea,1.0,1.0,0.0,7.0,2.0
curling-wcf-world-2026-826-4-1,2024-02-14,2026,1,WCF-WORLD,Italy,China,1.0,1.0,0.0,8.0,7.0
curling-wcf-world-2026-827-11-3,2026-02-08,2026,1,WCF-WORLD,Italy,Czechia,0.0,1.0,1.0,2.0,8.0
curling-wcf-world-2026-827-8-3,2026-02-07,2026,1,WCF-WORLD,Sweden,Italy,1.0,1.0,0.0,9.0,4.0
curling-wcf-world-2026-832-17-2,2026-03-19,2026,1,WCF-WORLD,Italy,Scotland,0.0,1.0,1.0,5.0,7.0
curling-wcf-world-2026-832-20-2,2026-03-20,2026,1,WCF-WORLD,Türkiye,Italy,1.0,1.0,0.0,10.0,7.0
curling-wcf-world-2026-832-7-1,2026-03-16,2026,1,WCF-WORLD,China,Italy,1.0,1.0,0.0,10.0,3.0
curling-wcf-world-2026-832-9-1,2026-03-17,2026,1,WCF-WORLD,Italy,Canada,1.0,1.0,0.0,9.0,6.0
curling-wcf-world-2026-836-10-2,2026-04-28,2026,1,WCF-WORLD,Finland,Italy,0.0,1.0,1.0,2.0,9.0
curling-wcf-world-2026-836-18-1,2026-04-30,2026,1,WCF-WORLD,Italy,Scotland,0.0,1.0,1.0,8.0,10.0
curling-wcf-world-2026-836-2-2,2026-04-25,2026,1,WCF-WORLD,Czechia,Italy,0.0,1.0,1.0,5.0,7.0
curling-wcf-world-2026-836-4-2,2026-04-26,2026,1,WCF-WORLD,Hungary,Italy,0.0,1.0,1.0,4.0,9.0
curling-wcf-world-2026-836-6-5,2026-04-26,2026,1,WCF-WORLD,Germany,Italy,0.0,1.0,1.0,7.0,10.0
