game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,14.0,4.0,15.0,6.0,62.0,-3.0,248.0,27.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,11.0,2.0,33.0,4.0,51.0,3.0,220.0,14.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,6.0,1.0,9.0,1.0,16.0,3.0,100.0,5.0
