game_id,date,season,week,league,away,home,def_solo,def_tot,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,rush_att,rush_lg,rush_td,rush_yds,score_pts,score_r,score_tot
FOOTBALL_CFL_2016_10_14_WPG@BC,2016-10-14,2016,1,CFL,WPG,BC,,,,,,,,,,,2.0,,1.0,9.0,6.0,1.0,1.0
FOOTBALL_CFL_2016_10_1_OTT@BC,2016-10-01,2016,1,CFL,OTT,BC,,,,,,,,,,,2.0,,1.0,2.0,6.0,1.0,1.0
FOOTBALL_CFL_2016_10_22_EDM@BC,2016-10-22,2016,1,CFL,EDM,BC,,,,,,,,,,,1.0,2.0,,2.0,,,
FOOTBALL_CFL_2016_10_29_BC@SSK,2016-10-29,2016,1,CFL,BC,SSK,,,,,,,,,,,1.0,1.0,,1.0,,,
FOOTBALL_CFL_2016_10_8_BC@WPG,2016-10-08,2016,1,CFL,BC,WPG,,,,,,,,,,,2.0,,1.0,1.0,6.0,1.0,1.0
FOOTBALL_CFL_2016_11_20_BC@CGY,2016-11-20,2016,1,CFL,BC,CGY,,,9.0,6.0,1.0,51.0,,,1.0,86.0,1.0,11.0,,11.0,,,
FOOTBALL_CFL_2016_11_5_SSK@BC,2016-11-05,2016,1,CFL,SSK,BC,,,5.0,4.0,,10.0,6.0,1.0,1.0,24.0,2.0,2.0,,3.0,,,
FOOTBALL_CFL_2016_7_29_BC@CGY,2016-07-29,2016,1,CFL,BC,CGY,,,1.0,1.0,,3.0,,,,3.0,,,,,,,
FOOTBALL_CFL_2016_7_7_TOR@BC,2016-07-07,2016,1,CFL,TOR,BC,,,15.0,12.0,1.0,21.0,1.0,1.0,1.0,156.0,,,,,,,
FOOTBALL_CFL_2016_8_19_CGY@BC,2016-08-19,2016,1,CFL,CGY,BC,,,7.0,4.0,,6.0,7.0,1.0,,19.0,2.0,4.0,,5.0,,,
FOOTBALL_CFL_2016_8_25_BC@OTT,2016-08-25,2016,1,CFL,BC,OTT,,,2.0,1.0,,3.0,,,,3.0,3.0,,2.0,3.0,12.0,2.0,2.0
FOOTBALL_CFL_2016_8_31_BC@TOR,2016-08-31,2016,1,CFL,BC,TOR,,,1.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2016_9_9_MTL@BC,2016-09-09,2016,1,CFL,MTL,BC,,,,,,,,,,,1.0,,1.0,1.0,6.0,1.0,1.0
FOOTBALL_CFL_2018_10_13_BC@CGY,2018-10-13,2018,1,CFL,BC,CGY,,,26.0,14.0,1.0,55.0,2.0,1.0,,193.0,2.0,12.0,,16.0,,,
FOOTBALL_CFL_2018_10_19_EDM@BC,2018-10-19,2018,1,CFL,EDM,BC,,,21.0,14.0,2.0,,10.0,1.0,4.0,251.0,2.0,11.0,,21.0,,,
FOOTBALL_CFL_2018_10_27_BC@SSK,2018-10-27,2018,1,CFL,BC,SSK,,,20.0,9.0,2.0,,19.0,2.0,1.0,94.0,,,,,,,
FOOTBALL_CFL_2018_11_11_BC@HAM,2018-11-11,2018,1,CFL,BC,HAM,1.0,1.0,17.0,8.0,1.0,26.0,7.0,1.0,,103.0,,,,,,,
FOOTBALL_CFL_2018_11_3_CGY@BC,2018-11-03,2018,1,CFL,CGY,BC,,,16.0,10.0,2.0,35.0,,,,111.0,1.0,5.0,,5.0,,,
FOOTBALL_CFL_2018_7_14_WPG@BC,2018-07-14,2018,1,CFL,WPG,BC,,,41.0,28.0,1.0,38.0,2.0,1.0,1.0,326.0,,,,,,,
FOOTBALL_CFL_2018_7_20_BC@OTT,2018-07-20,2018,1,CFL,BC,OTT,,,32.0,19.0,,78.0,,,2.0,325.0,,,,,,,
FOOTBALL_CFL_2018_8_18_BC@TOR,2018-08-18,2018,1,CFL,BC,TOR,,,34.0,21.0,1.0,,9.0,2.0,1.0,285.0,2.0,9.0,,17.0,,,
FOOTBALL_CFL_2018_8_25_SSK@BC,2018-08-25,2018,1,CFL,SSK,BC,,,36.0,21.0,,33.0,10.0,2.0,1.0,240.0,1.0,3.0,,3.0,,,
FOOTBALL_CFL_2018_8_4_BC@CGY,2018-08-04,2018,1,CFL,BC,CGY,,,39.0,25.0,1.0,48.0,,,1.0,281.0,,,,,,,
FOOTBALL_CFL_2018_8_9_EDM@BC,2018-08-09,2018,1,CFL,EDM,BC,2.0,2.0,29.0,16.0,1.0,39.0,18.0,3.0,1.0,239.0,1.0,8.0,,8.0,,,
FOOTBALL_CFL_2018_9_14_BC@MTL,2018-09-14,2018,1,CFL,BC,MTL,,,2.0,1.0,,41.0,,,,41.0,,,,,,,
FOOTBALL_CFL_2018_9_7_OTT@BC,2018-09-07,2018,1,CFL,OTT,BC,,,15.0,9.0,,,12.0,1.0,1.0,108.0,1.0,2.0,,2.0,,,
