game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,tackles
SYNTHETIC_CFL_2024_W1_SSK,,2024,1,CFL,,,,,,,,1.0
SYNTHETIC_CFL_2024_W3_SSK,,2024,3,CFL,,,0.0,15.0,1.0,0.0,-1.0,
SYNTHETIC_CFL_2024_W7_SSK,,2024,7,CFL,,,1.0,15.0,1.0,0.0,9.0,
SYNTHETIC_CFL_2024_W8_SSK,,2024,8,CFL,,,0.0,6.0,1.0,,,
SYNTHETIC_CFL_2024_W10_SSK,,2024,10,CFL,,,0.0,14.0,2.0,,,
SYNTHETIC_CFL_2024_W11_SSK,,2024,11,CFL,,,0.0,8.0,1.0,,,
