game_id,date,season,week,league,away,home,assist_tackles,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_made,receiving_tds,receiving_yards,receptions,solo_tackles,targets
FOOTBALL_AAF_2019_2_9_ATL@ORL,2019-02-09,2019,1,AAF,ATL,ORL,,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,30.0,4.0,,5.0
FOOTBALL_AAF_2019_2_17_ORL@SA,2019-02-17,2019,2,AAF,ORL,SA,,,,,,,,,,,,0.0,70.0,2.0,,2.0
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,,,,,,,,,,,,0.0,0.0,0.0,,2.0
FOOTBALL_AAF_2019_3_2_ORL@SL,2019-03-02,2019,4,AAF,ORL,SL,,,,,,,,,,,,0.0,12.0,1.0,,3.0
FOOTBALL_AAF_2019_3_16_ARI@ORL,2019-03-16,2019,6,AAF,ARI,ORL,1.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0
