game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,1.0,1.0,,2.0,,4.0,3.0,
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,,,17.0,,18.0,-4.0,12.0,4.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,1.0,2.0,1.0,1.0,36.0,2.0,21.0,2.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,10.0,3.0,5.0,1.0,74.0,-2.0,170.0,16.0
