game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2021-10-05-1279380,2021-10-05,2021,1,T20I,Estonia,Cyprus,,,,,,,18.0,0.0,0.0,18.0,0.0,2.0,1.0
cricket-t20i-2021-10-06-1279382,2021-10-06,2021,1,T20I,Estonia,Isle of Man,8.0,0.0,0.0,8.0,5.0,0.0,12.0,0.0,0.0,19.0,0.0,2.0,1.0
cricket-t20i-2021-10-08-1279386,2021-10-08,2021,1,T20I,Estonia,Isle of Man,4.0,0.0,0.0,10.0,2.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,1.0
