game_id,date,season,week,league,away,home,def_solo,def_tot,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,rush_att,rush_lg,rush_td,rush_yds,score_pts,score_r,score_tot
FOOTBALL_CFL_2016_10_15_SSK@TOR,2016-10-15,2016,1,CFL,SSK,TOR,,,2.0,1.0,,4.0,6.0,1.0,,4.0,1.0,7.0,,7.0,,,
FOOTBALL_CFL_2016_11_5_SSK@BC,2016-11-05,2016,1,CFL,SSK,BC,1.0,1.0,11.0,6.0,,21.0,,,,56.0,1.0,4.0,,4.0,,,
FOOTBALL_CFL_2016_7_16_BC@SSK,2016-07-16,2016,1,CFL,BC,SSK,,,30.0,17.0,,47.0,19.0,3.0,1.0,247.0,3.0,11.0,,15.0,,,
FOOTBALL_CFL_2016_7_22_OTT@SSK,2016-07-22,2016,1,CFL,OTT,SSK,1.0,1.0,36.0,21.0,,,23.0,4.0,1.0,354.0,5.0,9.0,,17.0,,,
FOOTBALL_CFL_2016_7_29_SSK@MTL,2016-07-29,2016,1,CFL,SSK,MTL,,,41.0,23.0,1.0,22.0,6.0,1.0,,211.0,1.0,6.0,,6.0,,,
FOOTBALL_CFL_2016_8_13_CGY@SSK,2016-08-13,2016,1,CFL,CGY,SSK,,,,,,,,,,,2.0,,1.0,1.0,6.0,1.0,1.0
FOOTBALL_CFL_2016_8_20_SSK@HAM,2016-08-20,2016,1,CFL,SSK,HAM,,,5.0,3.0,1.0,5.0,3.0,1.0,,13.0,,,,,,,
FOOTBALL_CFL_2016_8_26_SSK@EDM,2016-08-26,2016,1,CFL,SSK,EDM,,,1.0,1.0,,13.0,5.0,1.0,,13.0,,,,,,,
FOOTBALL_CFL_2016_8_4_SSK@CGY,2016-08-04,2016,1,CFL,SSK,CGY,,,2.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2016_9_10_SSK@WPG,2016-09-10,2016,1,CFL,SSK,WPG,,,,,,,,,,,1.0,,,,,,
FOOTBALL_CFL_2016_9_24_HAM@SSK,2016-09-24,2016,1,CFL,HAM,SSK,,,9.0,7.0,1.0,12.0,,,,52.0,6.0,5.0,,12.0,,,
