game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,4.0,,,,,-15.0,4.0,19.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,3.0,3.0,19.0,4.0,91.0,-20.0,319.0,30.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,5.0,6.0,1.0,61.0,-14.0,183.0,22.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,,,6.0,1.0,19.0,-11.0,85.0,12.0
