game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards
10798045,2024-07-26,2024,8,CFL,CGY,OTT,0.0,0.0,61.0
10798067,2024-09-02,2024,13,CFL,EDM,CGY,0.0,0.0,33.0
10798071,2024-09-07,2024,14,CFL,CGY,EDM,5.0,0.0,284.0
