game_id,date,season,week,league,away,home,assisted_tackles,interceptions,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_5_31_TQUADCITYSTEAMWHEELERSG20260531JQPF@TVEGASKNIGHTHAWKS,2026-05-31,2026,12,IFL,Quad City Steamwheelers,Vegas Knight Hawks,0.0,,,,,,,,,1.0,,,,20.8,50.0,1.0,83.0,4.0,1.5,2.0,2.0,0.0,3.0,0.0,0.0,,
FOOTBALL_IFL_2026_6_6_TGREENBAYBLIZZARDG2026060683MZ@TQUADCITYSTEAMWHEELERS,2026-06-06,2026,13,IFL,Green Bay Blizzard,Quad City Steamwheelers,,,,,,,,,,,,,,5.0,5.0,0.0,10.0,2.0,2.0,2.0,2.0,1.0,4.0,,,,
FOOTBALL_IFL_2026_6_13_TQUADCITYSTEAMWHEELERSG20260613M6TV@TIOWABARNSTORMERS,2026-06-13,2026,14,IFL,Quad City Steamwheelers,Iowa Barnstormers,,,,,,,,,,,,,,20.0,20.0,0.0,20.0,1.0,-2.0,1.0,2.0,1.0,-4.0,,,,
FOOTBALL_IFL_2026_6_28_TORLANDOPIRATESG20260628EGZ4@TQUADCITYSTEAMWHEELERS,2026-06-28,2026,16,IFL,Orlando Pirates,Quad City Steamwheelers,1.0,0.0,2.0,8.0,11.0,0.0,16.0,1.0,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,4.0,4.0,1.0,0.0,4.0,0.0,1.0,,
FOOTBALL_IFL_2026_7_11_TFISHERSFREIGHTG202607115P39@TQUADCITYSTEAMWHEELERS,2026-07-11,2026,18,IFL,Fishers Freight,Quad City Steamwheelers,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
FOOTBALL_IFL_2026_7_18_TQUADCITYSTEAMWHEELERSG20260718WOHW@TTULSAOILERS,2026-07-18,2026,19,IFL,Quad City Steamwheelers,Tulsa Oilers,,,2.0,13.0,17.0,0.0,26.0,,,,,,,2.0,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,
FOOTBALL_IFL_2026_7_25_TTULSAOILERSG20260725MK7L@TQUADCITYSTEAMWHEELERS,2026-07-25,2026,20,IFL,Tulsa Oilers,Quad City Steamwheelers,0.0,,,,,,,,,,,,,15.0,16.0,2.0,45.0,3.0,13.0,13.0,1.0,0.0,13.0,1.0,1.0,1.0,0.0
