game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W1_BC,,,1,CFL,,,0.0,30.0,3.0
SYNTHETIC_CFL_W4_BC,,,4,CFL,,,0.0,62.0,3.0
SYNTHETIC_CFL_W5_BC,,,5,CFL,,,2.0,136.0,6.0
SYNTHETIC_CFL_W7_BC,,,7,CFL,,,0.0,42.0,4.0
SYNTHETIC_CFL_W8_BC,,,8,CFL,,,1.0,78.0,5.0
SYNTHETIC_CFL_W9_BC,,,9,CFL,,,3.0,91.0,9.0
SYNTHETIC_CFL_W10_BC,,,10,CFL,,,1.0,101.0,7.0
SYNTHETIC_CFL_W11_BC,,,11,CFL,,,0.0,127.0,6.0
SYNTHETIC_CFL_W14_BC,,,14,CFL,,,0.0,32.0,2.0
SYNTHETIC_CFL_W15_BC,,,15,CFL,,,0.0,91.0,5.0
SYNTHETIC_CFL_W16_BC,,,16,CFL,,,1.0,46.0,3.0
SYNTHETIC_CFL_W17_BC,,,17,CFL,,,0.0,103.0,5.0
SYNTHETIC_CFL_W18_BC,,,18,CFL,,,0.0,76.0,5.0
SYNTHETIC_CFL_W19_BC,,,19,CFL,,,1.0,43.0,3.0
SYNTHETIC_CFL_W20_BC,,,20,CFL,,,0.0,62.0,3.0
SYNTHETIC_CFL_W21_BC,,,21,CFL,,,0.0,55.0,3.0
SYNTHETIC_CFL_2023_W1_BC,,2023,1,CFL,,,2.0,118.0,8.0
SYNTHETIC_CFL_2023_W2_BC,,2023,2,CFL,,,1.0,63.0,4.0
SYNTHETIC_CFL_2023_W4_BC,,2023,4,CFL,,,2.0,65.0,3.0
SYNTHETIC_CFL_2023_W5_BC,,2023,5,CFL,,,0.0,37.0,2.0
SYNTHETIC_CFL_2023_W7_BC,,2023,7,CFL,,,0.0,2.0,1.0
SYNTHETIC_CFL_2023_W9_BC,,2023,9,CFL,,,0.0,40.0,4.0
SYNTHETIC_CFL_2023_W17_BC,,2023,17,CFL,,,0.0,92.0,5.0
SYNTHETIC_CFL_2023_W18_BC,,2023,18,CFL,,,0.0,107.0,5.0
SYNTHETIC_CFL_2023_W19_BC,,2023,19,CFL,,,1.0,5.0,1.0
SYNTHETIC_CFL_2023_W20_BC,,2023,20,CFL,,,0.0,15.0,2.0
SYNTHETIC_CFL_2024_W2_OTT,,2024,2,CFL,,,0.0,60.0,5.0
SYNTHETIC_CFL_2024_W3_OTT,,2024,3,CFL,,,0.0,55.0,3.0
SYNTHETIC_CFL_2024_W4_OTT,,2024,4,CFL,,,0.0,4.0,1.0
SYNTHETIC_CFL_2024_W5_OTT,,2024,5,CFL,,,0.0,2.0,1.0
SYNTHETIC_CFL_2024_W6_OTT,,2024,6,CFL,,,0.0,131.0,7.0
SYNTHETIC_CFL_2024_W7_OTT,,2024,7,CFL,,,0.0,53.0,3.0
SYNTHETIC_CFL_2024_W8_OTT,,2024,8,CFL,,,0.0,75.0,5.0
SYNTHETIC_CFL_2024_W10_OTT,,2024,10,CFL,,,0.0,72.0,5.0
SYNTHETIC_CFL_2024_W11_OTT,,2024,11,CFL,,,0.0,8.0,1.0
SYNTHETIC_CFL_2024_W12_OTT,,2024,12,CFL,,,0.0,9.0,1.0
SYNTHETIC_CFL_2024_W13_OTT,,2024,13,CFL,,,1.0,46.0,4.0
SYNTHETIC_CFL_2024_W14_OTT,,2024,14,CFL,,,0.0,138.0,10.0
SYNTHETIC_CFL_2024_W15_OTT,,2024,15,CFL,,,1.0,129.0,10.0
SYNTHETIC_CFL_2024_W16_OTT,,2024,16,CFL,,,0.0,59.0,4.0
SYNTHETIC_CFL_2024_W17_OTT,,2024,17,CFL,,,0.0,20.0,2.0
SYNTHETIC_CFL_2024_W19_OTT,,2024,19,CFL,,,0.0,15.0,2.0
SYNTHETIC_CFL_2024_W20_OTT,,2024,20,CFL,,,0.0,20.0,2.0
SYNTHETIC_CFL_2024_W21_OTT,,2024,21,CFL,,,0.0,115.0,6.0
SYNTHETIC_CFL_2025_W1_CGY,,2025,1,CFL,,,0.0,15.0,1.0
SYNTHETIC_CFL_2025_W2_CGY,,2025,2,CFL,,,0.0,98.0,4.0
SYNTHETIC_CFL_2025_W3_CGY,,2025,3,CFL,,,0.0,58.0,3.0
SYNTHETIC_CFL_2025_W5_CGY,,2025,5,CFL,,,0.0,13.0,1.0
SYNTHETIC_CFL_2025_W6_CGY,,2025,6,CFL,,,0.0,88.0,5.0
SYNTHETIC_CFL_2025_W7_CGY,,2025,7,CFL,,,1.0,49.0,4.0
SYNTHETIC_CFL_2025_W8_CGY,,2025,8,CFL,,,1.0,89.0,5.0
SYNTHETIC_CFL_2025_W9_CGY,,2025,9,CFL,,,1.0,103.0,4.0
SYNTHETIC_CFL_2025_W10_CGY,,2025,10,CFL,,,0.0,30.0,3.0
SYNTHETIC_CFL_2025_W13_CGY,,2025,13,CFL,,,1.0,41.0,2.0
SYNTHETIC_CFL_2025_W14_CGY,,2025,14,CFL,,,0.0,25.0,2.0
SYNTHETIC_CFL_2025_W16_CGY,,2025,16,CFL,,,0.0,19.0,1.0
SYNTHETIC_CFL_2025_W17_CGY,,2025,17,CFL,,,0.0,83.0,5.0
SYNTHETIC_CFL_2025_W18_CGY,,2025,18,CFL,,,1.0,24.0,2.0
SYNTHETIC_CFL_2025_W19_CGY,,2025,19,CFL,,,0.0,57.0,4.0
SYNTHETIC_CFL_2025_W20_CGY,,2025,20,CFL,,,1.0,55.0,1.0
SYNTHETIC_CFL_2025_W21_CGY,,2025,21,CFL,,,0.0,39.0,3.0
