game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-19vQ2095K6,,2013,1,MLS,,,5.0,2.4052,15.3019,2.505,13.0,5.1912,18.0,27.0,2831.0,0.7353,680.0,-5.0692,-0.7455,5.1983,58.0,30.0,2.5948,7.8088,3.6144,10.4036,0.7427,4.6905
soccer-mls-2014-19vQ2095K6,,2014,1,MLS,,,2.0,-0.5788,16.671,3.093,5.0,-1.2826,7.0,25.0,2300.0,0.7784,749.0,3.8451,0.5134,1.9387,67.0,23.0,2.5788,6.2826,-0.7819,8.8614,0.7732,3.4039
soccer-mls-2015-19vQ2095K6,,2015,1,MLS,,,2.0,-0.6332,17.4195,2.2576,6.0,2.2302,8.0,27.0,1937.0,0.8026,836.0,25.2551,3.0209,2.8269,44.0,17.0,2.6332,3.7698,1.2045,6.403,0.7724,2.328
soccer-mls-2016-19vQ2095K6,,2016,1,MLS,,,5.0,1.6871,16.0732,2.8177,6.0,1.3495,11.0,33.0,2407.0,0.8106,982.0,29.3145,2.9852,3.0675,64.0,22.0,3.3129,4.6506,-0.7983,7.9635,0.7807,3.2842
soccer-mls-2017-19vQ2095K6,,2017,1,MLS,,,7.0,2.8679,17.0399,3.4344,7.0,-2.0515,14.0,35.0,2596.0,0.792,1245.0,15.3002,1.2289,2.4199,72.0,35.0,4.1321,9.0515,1.618,13.1836,0.7797,4.2066
soccer-mls-2018-19vQ2095K6,,2018,1,MLS,,,7.0,-1.0435,21.491,3.5426,9.0,0.3564,16.0,89.0,2866.0,0.6852,1099.0,-19.1107,-1.7389,4.5784,68.0,30.0,8.0435,8.6436,0.1058,16.687,0.7026,4.4139
soccer-mls-2019-19vQ2095K6,,2019,1,MLS,,,3.0,1.0524,18.1194,4.0732,2.0,-0.3994,5.0,21.0,1303.0,0.7888,554.0,3.3381,0.6025,0.0162,22.0,8.0,1.9476,2.3994,-0.1396,4.3469,0.7828,1.7778
soccer-mls-2020-19vQ2095K6,,2020,1,MLS,,,0.0,-1.1205,20.7179,3.7275,1.0,-1.591,1.0,17.0,1067.0,0.8097,515.0,7.2479,1.4074,0.0171,21.0,5.0,1.1205,2.591,-0.57,3.7115,0.7956,1.5219
soccer-mls-2021-gpMOLwl5zy,,2021,1,MLS,,,4.0,-0.0923,18.0225,2.1153,7.0,1.9079,11.0,54.0,2757.0,0.8382,1279.0,36.6487,2.8654,3.8198,49.0,21.0,4.0923,5.0921,1.1189,9.1844,0.8095,3.067
soccer-mls-2022-gpMOLwl5zy,,2022,1,MLS,,,13.0,4.8479,18.8687,0.9689,6.0,1.8114,19.0,76.0,3265.0,0.7575,1328.0,25.0917,1.8894,4.3841,44.0,14.0,8.1521,4.1886,0.8813,12.3407,0.7386,2.5422
soccer-mls-2023-gpMOLwl5zy,,2023,1,MLS,,,1.0,-0.5045,18.4637,-0.228,2.0,0.3184,3.0,19.0,1106.0,0.7796,422.0,0.0048,0.0011,0.8485,19.0,7.0,1.5045,1.6816,-0.5087,3.1861,0.7796,0.8799
soccer-mls-2023-kaDQ0wRqEv,,2023,1,MLS,,,1.0,-0.015,17.6109,0.5697,1.0,0.5837,2.0,12.0,648.0,0.7791,249.0,5.0703,2.0363,0.2189,5.0,3.0,1.015,0.4163,0.3468,1.4313,0.7588,0.2029
soccer-mls-2024-kaDQ0wRqEv,,2024,1,MLS,,,2.0,-1.514,17.4036,0.7682,4.0,0.6775,6.0,42.0,1970.0,0.8257,895.0,25.8181,2.8847,1.1816,27.0,14.0,3.514,3.3225,1.8888,6.8365,0.7969,1.5885
soccer-mls-2025-kaDQ0wRqEv,,2025,1,MLS,,,2.0,-2.0293,18.1423,2.4544,6.0,3.2878,8.0,51.0,2684.0,0.861,1640.0,66.8733,4.0776,2.5868,26.0,7.0,4.0293,2.7122,1.6928,6.7415,0.8202,1.1239
soccer-mls-2026-19vQ2095K6,,2026,1,MLS,,,0.0,-0.0935,17.6219,-0.7675,0.0,0.0,0.0,2.0,142.0,0.8182,55.0,2.3262,4.2294,0.0,0.0,0.0,0.0935,0.0,0.0,0.0935,0.7759,0.0
