game_id,date,season,week,league,away,home,assists,blocks,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,turnovers
WNBA_202105150WAS,2021-05-15,2021,1,WNBA,CHI,WAS,1.0,1.0,0.333,3.0,1.0,0.2,5.0,1.0,2.0,,,,12.05,1.0,-1.0,3.0,1.0,1.0
WNBA_202105210WAS,2021-05-21,2021,1,WNBA,NYL,WAS,,,,1.0,,0.5,2.0,1.0,,,,,3.4833333333333334,,3.0,2.0,,
WNBA_202106100WAS,2021-06-10,2021,1,WNBA,LAS,WAS,1.0,,,,,,,,3.0,1.0,4.0,4.0,7.016666666666667,1.0,-6.0,4.0,1.0,1.0
WNBA_202106130ATL,2021-06-13,2021,1,WNBA,WAS,ATL,,,,,,,,,,,,,2.4,,-7.0,,,1.0
WNBA_202106170WAS,2021-06-17,2021,1,WNBA,ATL,WAS,,,,,,,,,1.0,,,,3.65,1.0,2.0,,1.0,1.0
WNBA_202106220SEA,2021-06-22,2021,1,WNBA,WAS,SEA,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.5666666666666664,,2.0,3.0,,1.0
