game_id,date,season,week,league,away,home,1pt_conversion,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_2023_W1_PANTHERS,2023-04-16,2023,1,USFL,GAMBLERS,PANTHERS,,,,0.0,7.0,1.0
SYNTHETIC_USFL_2023_W2_PANTHERS,2023-04-23,2023,2,USFL,STARS,PANTHERS,,,,1.0,56.0,3.0
SYNTHETIC_USFL_2023_W3_PANTHERS,2023-04-30,2023,3,USFL,PANTHERS,GENERALS,,,,0.0,23.0,2.0
SYNTHETIC_USFL_2023_W5_PANTHERS,2023-05-13,2023,5,USFL,PANTHERS,MAULERS,,,,1.0,5.0,1.0
SYNTHETIC_USFL_2023_W6_PANTHERS,2023-05-20,2023,6,USFL,PANTHERS,STALLIONS,,,,1.0,18.0,2.0
SYNTHETIC_USFL_2023_W7_PANTHERS,2023-05-28,2023,7,USFL,GENERALS,PANTHERS,,,,1.0,23.0,1.0
SYNTHETIC_USFL_2023_W8_PANTHERS,2023-06-04,2023,8,USFL,BREAKERS,PANTHERS,,,,0.0,27.0,5.0
SYNTHETIC_USFL_2023_W9_PANTHERS,2023-06-10,2023,9,USFL,MAULERS,PANTHERS,,,,1.0,80.0,6.0
SYNTHETIC_USFL_2023_W10_PANTHERS,2023-06-18,2023,10,USFL,PANTHERS,STARS,,,,0.0,0.0,0.0
SYNTHETIC_USFL_2023_W11_PANTHERS,,2023,11,USFL,,,,,1.0,,42.0,
SYNTHETIC_UFL_2024_W1_PANTHERS,2024-03-30,2024,1,UFL,PANTHERS,BATTLEHAWKS,,,,0.0,41.0,1.0
SYNTHETIC_UFL_2024_W2_PANTHERS,2024-04-07,2024,2,UFL,PANTHERS,STALLIONS,1.0,,,0.0,11.0,1.0
SYNTHETIC_UFL_2024_W3_PANTHERS,2024-04-14,2024,3,UFL,PANTHERS,ROUGHNECKS,,,,0.0,6.0,1.0
SYNTHETIC_UFL_2024_W4_PANTHERS,2024-04-20,2024,4,UFL,BRAHMAS,PANTHERS,,,,0.0,4.0,1.0
SYNTHETIC_UFL_2024_W5_PANTHERS,2024-04-28,2024,5,UFL,SHOWBOATS,PANTHERS,,,,0.0,64.0,3.0
SYNTHETIC_UFL_2024_W6_PANTHERS,2024-05-05,2024,6,UFL,PANTHERS,RENEGADES,,,,0.0,0.0,0.0
SYNTHETIC_UFL_2024_W7_PANTHERS,2024-05-12,2024,7,UFL,DEFENDERS,PANTHERS,,,,0.0,39.0,2.0
SYNTHETIC_UFL_2024_W8_PANTHERS,2024-05-18,2024,8,UFL,PANTHERS,SHOWBOATS,,,,1.0,21.0,1.0
SYNTHETIC_UFL_2024_W9_PANTHERS,2024-05-26,2024,9,UFL,ROUGHNECKS,PANTHERS,2.0,,,0.0,0.0,0.0
SYNTHETIC_UFL_2024_W10_PANTHERS,2024-06-01,2024,10,UFL,STALLIONS,PANTHERS,,,,0.0,18.0,2.0
SYNTHETIC_UFL_2024_W11_PANTHERS,2024-06-08,2024,11,UFL,STALLIONS,PANTHERS,,,,0.0,15.0,3.0
SYNTHETIC_UFL_2025_W1_PANTHERS,2025-03-30,2025,1,UFL,SHOWBOATS,PANTHERS,,,,0.0,6.0,1.0
SYNTHETIC_UFL_2025_W2_PANTHERS,2025-04-04,2025,2,UFL,PANTHERS,STALLIONS,,,,0.0,0.0,0.0
SYNTHETIC_UFL_2025_W3_PANTHERS,2025-04-13,2025,3,UFL,PANTHERS,BRAHMAS,,,,0.0,13.0,1.0
SYNTHETIC_UFL_2025_W4_PANTHERS,2025-04-18,2025,4,UFL,PANTHERS,SHOWBOATS,,,,0.0,34.0,2.0
SYNTHETIC_UFL_2025_W5_PANTHERS,2025-04-26,2025,5,UFL,BATTLEHAWKS,PANTHERS,,1.0,,0.0,13.0,1.0
SYNTHETIC_UFL_2025_W6_PANTHERS,2025-05-04,2025,6,UFL,PANTHERS,DEFENDERS,,,,1.0,63.0,3.0
SYNTHETIC_UFL_2025_W7_PANTHERS,2025-05-10,2025,7,UFL,RENEGADES,PANTHERS,,,,0.0,0.0,0.0
SYNTHETIC_UFL_2025_W8_PANTHERS,2025-05-17,2025,8,UFL,ROUGHNECKS,PANTHERS,1.0,,,0.0,6.0,1.0
SYNTHETIC_UFL_2025_W9_PANTHERS,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,,,,0.0,27.0,4.0
